"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Records sorted by REPORT_YEAR, OPERATOR_ID, PARTA5COMMODITY, REPORT_NUMBER.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA4STREET,PARTA4CITY,PARTA4STATE,PARTA4ZIP,PARTA5COMMODITY,PARTA7INTER,PARTA7INTRA,PARTBHCAONSHORE,PARTB192MILESON,PARTBCLASS34MILESON,PARTBCLASS12MILESON,PARTBHCAOFFSHORE,PARTB192MILESOFF,PARTBCLASS34MILESOFF,PARTBCLASS12MILESOFF,PARTBHCATOTAL,PARTB192MILESTOTAL,PARTBCLASS34MILESTOTAL,PARTBCLASS12MILESTOTAL,PARTB1SMEM1,PARTB1SMEM2,PARTB1SMET,PARTB1RRM1,PARTB1RRM2,PARTB1RRT,PARTB1QUANM1,PARTB1QUANM2,PARTB1QUANT,PARTB1PROBM1,PARTB1PROBM2,PARTB1PROBT,PARTB1SBM1,PARTB1SBM2,PARTB1SBT,PARTB1OTHM1,PARTB1OTHM2,PARTB1OTHT,PARTB1M1T,PARTB1M2T,PARTB1MT,PARTCONNG,PARTCONPG,PARTCONSG,PARTCONHG,PARTCONLFG,PARTCONOG,PARTCOFFNG,PARTCOFFPG,PARTCOFFSG,PARTCOFFHG,PARTCOFFLFG,PARTCOFFOG,PARTCOGNAME,PARTCCHECK,PARTDTONCPB,PARTDTONCPC,PARTDTONCUB,PARTDTONCUC,PARTDTONCI,PARTDTONWI,PARTDTONP,PARTDTONC,PARTDTONO,PARTDTONTOTAL,PARTDTOFFCPB,PARTDTOFFCPC,PARTDTOFFCUB,PARTDTOFFCUC,PARTDTOFFCI,PARTDTOFFWI,PARTDTOFFP,PARTDTOFFC,PARTDTOFFO,PARTDTOFFTOTAL,PARTDTCPBTOTAL,PARTDTCPCTOTAL,PARTDTCUBTOTAL,PARTDTCUCTOTAL,PARTDTCITOTAL,PARTDTWITOTAL,PARTDTPTOTAL,PARTDTCTOTAL,PARTDTOTOTAL,PARTDTTOTAL,PARTDGONTACPB,PARTDGONTACPC,PARTDGONTACUB,PARTDGONTACUC,PARTDGONTACI,PARTDGONTAWI,PARTDGONTAP,PARTDGONTAC,PARTDGONTAO,PARTDGONATOTAL,PARTDGONTBCPB,PARTDGONTBCPC,PARTDGONTBCUB,PARTDGONTBCUC,PARTDGONTBCI,PARTDGONTBWI,PARTDGONTBP,PARTDGONTBC,PARTDGONTBO,PARTDGONBTOTAL,PARTDGONTCCPB,PARTDGONTCCPC,PARTDGONTCCUB,PARTDGONTCCUC,PARTDGONTCCI,PARTDGONTCWI,PARTDGONTCP,PARTDGONTCC,PARTDGONTCO,PARTDGONCTOTAL,PARTDGOFFCPB,PARTDGOFFCPC,PARTDGOFFCUB,PARTDGOFFCUC,PARTDGOFFCI,PARTDGOFFWI,PARTDGOFFP,PARTDGOFFC,PARTDGOFFO,PARTDGOFFTOTAL,PARTDGCPBTOTAL,PARTDGCPCTOTAL,PARTDGCUBTOTAL,PARTDGCUCTOTAL,PARTDGCITOTAL,PARTDGWITOTAL,PARTDGPTOTAL,PARTDGCTOTAL,PARTDGOTOTAL,PARTDGTOTAL,PARTDCPBTOTAL,PARTDCPCTOTAL,PARTDCUBTOTAL,PARTDCUCTOTAL,PARTDCITOTAL,PARTDWITOTAL,PARTDPTOTAL,PARTDCTOTAL,PARTDOTOTAL,PARTDTOTALMILES,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
3/1/24,2022,20230249,41641,32344,PARAMONT ENERGY LC,1051 CLARK STREET,ABINGDON,VA,24210,Natural Gas,,VIRGINIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.751,0,0.027,0,0,1.084,0,0,2.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.751,0,0.027,0,0,1.084,0,0,2.862,0,1.751,0,0.027,0,0,1.084,0,0,2.862,INITIAL,2/23/23,2/23/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230408,41807,32345,CAMERON INTERSTATE PIPELINE,1500 POST OAK BLVD STE 1000,HOUSTON,TX,77056,Natural Gas,LOUISIANA,,9.41,4.15,0,26.52,0,0,0,0,9.41,4.15,0,26.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499279651,,,,,,,,,,,,,No,0,40.08,0,0,0,0,0,0,0,40.08,0,0,0,0,0,0,0,0,0,0,0,40.08,0,0,0,0,0,0,0,40.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.08,0,0,0,0,0,0,0,40.08,INITIAL,3/6/23,3/6/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230832,42262,32349,"COLORADO BEND 1 POWER, LLC","11200 WESTHEIMER RD, STE 1025",HOUSTON,TX,77042,Natural Gas,,TEXAS,0,0,0,0.57,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14730,,,,,,,,,,,,,No,0,0.57,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0.57,INITIAL,3/13/23,3/13/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230674,42094,32350,ABSOLUTE ENERGY L.L.C.,1372 STATE LINE ROAD,SAINT ANSGAR,IA,50472,Natural Gas,,IOWA,0,0,0,3.14,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2465,,,,,,,,,,,,,No,0,3.14,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,3.14,INITIAL,3/10/23,3/10/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230212,41602,32352,"MAGNOLIA GAS GATHERING, LLC",PO BOX 2243,LONGVIEW,TX,75606,Natural Gas,,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41,0,0,0,0,0,0,0,12.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41,0,0,0,0,0,0,0,12.41,0,12.41,0,0,0,0,0,0,0,12.41,INITIAL,2/21/23,2/21/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230161,41548,32353,HOLCIM (US) INC.,14500 CR 1550,ADA,OK,74820,Natural Gas,,OKLAHOMA,0,0.25,0,5.75,0,0,0,0,0,0.25,0,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2665.1,,,,,,,,,,,,,No,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,INITIAL,2/15/23,2/15/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230680,43057,32354,"DFW MIDSTREAM SERVICES, LLC",910 LOUISIANA ST. SUITE 4200,HOUSTON,TX,77002,Natural Gas,,TEXAS,13.96,4.92,2.04,2.61,0,0,0,0,13.96,4.92,2.04,2.61,0,0,0,23.53,0,23.53,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,23.53,158688054.8,,,,,,,,,,,,,No,0,23.53,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,0,0,0,0,0,23.53,0,97.01,0,0,0,0,0,0,0,97.01,0,0,0,0,0,0,0,0,0,0,0,6.23,0,0,0,0,0,0,0,6.23,0,0,0,0,0,0,0,0,0,0,0,103.24,0,0,0,0,0,0,0,103.24,0,126.77,0,0,0,0,0,0,0,126.77,SUPPLEMENTAL,3/10/23,8/7/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230364,41760,32357,SIOUX FALLS REGIONAL SANITARY LANDFILL,"224 WEST NINTH STREET, P. O. BOX 7402",SIOUX FALLS,SD,57104,Landfill Gas,,SOUTH DAKOTA,0,0,0,11.25,0,0,0,0,0,0,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,565,,,,,,,,,No,0,0,0,0,0,0,11.25,0,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0,11.25,INITIAL,3/3/23,3/3/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20231402,42902,32358,NOURYON PULP AND PERFORMANCE CHEMICALS LLC,1850 PARKWAY PLACE SUITE 1200,MARIETTA,GA,30067,Hydrogen Gas,,WASHINGTON,0,0,0,0.45,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,No,0,0,0,0,0,0,0.45,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0.45,INITIAL,4/2/23,4/2/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230487,41891,32358,NOURYON PULP AND PERFORMANCE CHEMICALS LLC,1850 PARKWAY PLACE SUITE 1200,MARIETTA,GA,30067,Natural Gas,,WASHINGTON,0,0,0,0.45,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,No,0,0,0,0,0,0,0.45,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0.45,INITIAL,3/8/23,3/8/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230355,41750,32359,LINCOLN ELECTRIC SYSTEM,7707 BLUFF ROAD,LINCOLN,NE,68517,Landfill Gas,,NEBRASKA,0,0,0,2.8,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,470.309,,,,,,,,,No,0,0,0,0,0,0,2.8,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,2.8,INITIAL,3/3/23,3/3/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230047,42255,32359,LINCOLN ELECTRIC SYSTEM,7707 BLUFF ROAD,LINCOLN,NE,68517,Natural Gas,,NEBRASKA,0,0,0,6.29,0,0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.5,,,,,,,,,,,,,No,0,6.29,0,0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,6.29,SUPPLEMENTAL,2/3/23,3/13/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230208,43017,32363,MID-CONTINENT MARKET CENTER,100 WEST FIFTH STREET,TULSA,OK,74103-4298,Natural Gas,,KANSAS,3.06,8.76,0.25,183.1,0,0,0,0,3.06,8.76,0.25,183.1,0,0,0,0,3.06,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,3.06,14758,,,,,,,,,,,,,No,0,195.16,0,0,0,0,0,0,0,195.16,0,0,0,0,0,0,0,0,0,0,0,195.16,0,0,0,0,0,0,0,195.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.16,0,0,0,0,0,0,0,195.16,SUPPLEMENTAL,2/21/23,6/14/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230670,42090,32364,"VALERO REFINING-NEW ORLEANS, L.L.C.",ONE VALERO WAY,SAN ANTONIO,TX,78249,Hydrogen Gas,,LOUISIANA,0,0,1.42,0.21,0,0,0,0,0,0,1.42,0.21,0,0,0,1.63,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,1.63,,,,0,,,,,,,,,,,0,1.63,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,1.63,INITIAL,3/10/23,3/10/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230669,42089,32364,"VALERO REFINING-NEW ORLEANS, L.L.C.",ONE VALERO WAY,SAN ANTONIO,TX,78249,Natural Gas,,LOUISIANA,0.11,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0.11,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.11,8244,,,,,,,,,,,,,,0,0,0,0.11,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.11,INITIAL,3/10/23,3/10/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20231035,43155,32373,"PLYMOUTH ENERGY, LLC",22234 K42  PO BOX 317,MERRILL,IA,51038,Natural Gas,,IOWA,0,0,0,7.5,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925.57,,,,,,,,,,,,,No,0,7.5,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,7.5,SUPPLEMENTAL,3/14/23,12/28/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230646,42064,32374,"MONROE GAS STORAGE COMPANY, LLC",508 MINDEN ST. SUITE A,RUSTON,LA,71270,Natural Gas,"ALABAMA, MISSISSIPPI",,0,1.19,0,24.19,0,0,0,0,0,1.19,0,24.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,No,0,25.38,0,0,0,0,0,0,0,25.38,0,0,0,0,0,0,0,0,0,0,0,25.38,0,0,0,0,0,0,0,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.38,0,0,0,0,0,0,0,25.38,INITIAL,3/10/23,3/10/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230639,42052,32375,"SG RESOURCES MISSISSIPPI, LLC",508 MINDEN STREET SUITE A,RUSTON,LA,71270,Natural Gas,"ALABAMA, MISSISSIPPI",,0,1.27,0,58.34,0,0,0,0,0,1.27,0,58.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,No,0,59.61,0,0,0,0,0,0,0,59.61,0,0,0,0,0,0,0,0,0,0,0,59.61,0,0,0,0,0,0,0,59.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.61,0,0,0,0,0,0,0,59.61,INITIAL,3/10/23,3/10/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230065,41450,32378,ALLIANCE ENERGY TRANSMISSION LLC.,P.O. BOX 585,OGDENSBURG,NY,13669,Natural Gas,,NEW YORK,0.12,0,11,0,0,0,0,0,0.12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22652,,,,,,,,,,,,,No,0,11.2,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0,11.2,INITIAL,2/4/23,2/4/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20231105,43008,32379,"COBRA PIPELINE COMPANY, LTD.",9010 TYLER BLVD. UNIT V,MENTOR,OH,44060,Natural Gas,,OHIO,0.91,0,0,69.32,0,0,0,0,0.91,0,0,69.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,Yes,0,70.23,0,0,0,0,0,0,0,70.23,0,0,0,0,0,0,0,0,0,0,0,70.23,0,0,0,0,0,0,0,70.23,0,0,0,0,0,0,0,0,0,0,22.178,24.501,1.072,0,0,0,0,0,0,47.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.178,24.501,1.072,0,0,0,0,0,0,47.751,22.178,94.731,1.072,0,0,0,0,0,0,117.981,SUPPLEMENTAL,3/14/23,6/7/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230508,41914,32380,"STECKMAN RIDGE, LP (SPECTRA ENERGY PARTNERS, LP)",915 NORTH ELDRIDGE PARKWAY,HOUSTON,TX,77079,Natural Gas,PENNSYLVANIA,,0,0,0,9.11,0,0,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11221,,,,,,,,,,,,,No,0,9.11,0,0,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,0,0,0,9.11,0,0,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11,0,0,0,0,0,0,0,9.11,INITIAL,3/8/23,3/8/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20231023,42464,32381,GREEN PLAINS FAIRMONT LLC-NW GAS CONTRACTED,314 MAIN ST NE,MAPLETON,MN,56065,Natural Gas,,MINNESOTA,0,0,0,4.66,0,0,0,0,0,0,0,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,No,0,4.66,0,0,0,0,0,0,0,4.66,0,0,0,0,0,0,0,0,0,0,0,4.66,0,0,0,0,0,0,0,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66,0,0,0,0,0,0,0,4.66,INITIAL,3/14/23,3/14/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230144,41531,32383,"HORIZON PRODUCTION AND OPERATING, LLC","2727 ALLEN PARKWAY, SUITE 1900",HOUSTON,TX,77019,Natural Gas,,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0,0,0,0,0,0,0,3.54,0,3.54,0,0,0,0,0,0,0,3.54,INITIAL,2/13/23,2/13/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230043,41427,32384,DALTON-WHITFIELD REGIONAL SOLID WASTE MANAGMENT AUTHORITY,P.O. BOX 1205,DALTON,GA,30722,Landfill Gas,,GEORGIA,0,0,0,1.95,0,0,0,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,No,0,0,0,0,0,0,1.95,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,0,1.95,INITIAL,2/3/23,2/3/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230500,41905,32389,"CENTAURI TECHNOLOGIES, LP",5200 UNDERWOOD ROAD,PASADENA,TX,77507,"Other Gas-CO, H2, N2",,TEXAS,0,0,0,5.55,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,56.89,,127.5,,,,,,,Carbon Monoxide and Nitrogen,No,0,5.55,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,5.55,INITIAL,3/8/23,3/8/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20230094,41479,32391,NRG TEXAS POWER LLC,910 LOUISIANA,HOUSTON,TX,77002,Natural Gas,,TEXAS,0,0,0,1.2,0,0,0,0,0,0,0,1.2,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,,,,,,,,,,,,,,No,0,1.2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,1.2,INITIAL,2/9/23,2/9/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20231214,42675,32393,"FREEBIRD GAS STORAGE, LLC",10375 RICHMOND AVE SUITE 1900,HOUSTON,TX,77042,Natural Gas,ALABAMA,,0,0,0,7.354,0,0,0,0,0,0,0,7.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5864,0,0,0,0,0,,,,,,,,No,0,7.354,0,0,0,0,0,0,0,7.354,0,0,0,0,0,0,0,0,0,0,0,7.354,0,0,0,0,0,0,0,7.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.354,0,0,0,0,0,0,0,7.354,INITIAL,3/15/23,3/15/23,7100.2-1 (Rev. 3-2022)
3/1/24,2022,20231198,42654,32394,"CALEDONIA ENERGY PARTNERS, LLC",10375 RICHMOND AVENUE SUITE 1900,HOUSTON,TX,77042,Natural Gas,MISSISSIPPI,,0,0,0,3.48,0,0,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10294,0,0,0,0,0,,,,,,,,No,0,3.48,0,0,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,3.48,0,0,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,0,0,0,0,0,0,0,3.48,INITIAL,3/15/23,3/15/23,7100.2-1 (Rev. 3-2022)
