Operator ID,Pdf,Operator Name,Report ID,Incident Date,Incident City,Incident County,Incident State,Significant?,Part System,Serious?,Public Evacuation?,HCA?,Onsite Response Time,Install Year Failed Item,Cause,SubCause,# of Fatalities,# of Injuries,Total Cost,Public Property Damage,Incident Year,InTER or InTRA,IM Safety Program
11824,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=48188 "" > Pdf</A>",LOUISVILLE GAS & ELECTRIC CO,20140107,2014-09-17,PROSPECT,OLDHAM COUNTY,KENTUCKY,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",Yes,Yes,Yes,0,1998,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0,1,1354709,52000,2014,INTRASTATE,LOUSIVILLE
11824,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=99989 "" > Pdf</A>",LOUISVILLE GAS & ELECTRIC CO,20210107,2021-10-20,BRANDENBURG,MEADE COUNTY,KENTUCKY,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,20,1950,CORROSION,INTERNAL,0,0,201355,0,2021,INTRASTATE,LOUSIVILLE
12180,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=22963 "" > Pdf</A>",MARSHALL COUNTY GAS DISTRICT,20130083,2013-08-09,SCOTTSBORO,JACKSON,ALABAMA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,15,1966,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,170902,136000,2013,INTRASTATE,MARSHALL COUNTY GAS DISTRICT
12350,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=21027 "" > Pdf</A>","CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",20140041,2014-03-02,EDINA,HENNEPIN,MINNESOTA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,103,1952,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0,0,365211,50000,2014,INTRASTATE,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOIN"
12408,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=64186 "" > Pdf</A>",DTE GAS COMPANY,20190012,2018-12-30,DEERFIELD TOWNSHIP,LIVINGSTON COUNTY,MICHIGAN,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,53,,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,63085,110,2018,INTRASTATE,DTE
12408,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=64945 "" > Pdf</A>",DTE GAS COMPANY,20190085,2019-06-30,CUSTER,MASON,MICHIGAN,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1968,CORROSION,EXTERNAL,0,0,189595,0,2019,INTRASTATE,DTE
12576,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=22706 "" > Pdf</A>","ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",20140114,2014-10-22,NEWPORT,JACKSON,ARKANSAS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,0,1968,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,210820,0,2014,INTERSTATE,CENTERPOINT
12576,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=62925 "" > Pdf</A>","ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",20190111,2019-09-13,HERCULANEUM,JEFFERSON,MISSOURI,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,2019,ALL OTHER CAUSES,MISCELLANEOUS,0,0,500005,400000,2019,INTERSTATE,ENABLE MIDSTREAM
12576,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=85725 "" > Pdf</A>","ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",20190128,2019-11-14,NOT WITHIN A MUNICIPALITY,UNION,LOUISIANA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1950,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,134864,0,2019,INTERSTATE,ENABLE MIDSTREAM
12642,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=70365 "" > Pdf</A>",SPIRE GULF INC.,20180078,2018-06-26,CHICKASAW,MOBILE,ALABAMA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,30,1975,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,0,0,297571,0,2018,INTRASTATE,MOBILE GAS SERVICE CORP
12696,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=21006 "" > Pdf</A>",CYPRESS GAS PIPELINE COMPANY,20140115,2014-07-19,PORT ALLEN,WEST BATON ROUGE,LOUISIANA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1946,ALL OTHER CAUSES,UNKNOWN,0,0,1000327,0,2014,INTRASTATE,ENTERPRISE
12696,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=24212 "" > Pdf</A>",CYPRESS GAS PIPELINE COMPANY,20120089,2012-08-06,BATON ROUGE,"EAST BATON ROUGE, WEST BATON R",LOUISIANA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,48,1949,OTHER OUTSIDE FORCE DAMAGE,MARITIME EQUIPMENT OR VESSEL ADRIFT,0,0,96700,0,2012,INTRASTATE,ENTERPRISE
12696,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=38886 "" > Pdf</A>",CYPRESS GAS PIPELINE COMPANY,20170046,2017-05-31,GRAMERCY,ST. JOHN THE BABTIST,LOUISIANA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1959,ALL OTHER CAUSES,UNKNOWN,0,0,137000,0,2017,INTRASTATE,ENTERPRISE
12874,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=58825 "" > Pdf</A>","MOUNTAINWEST PIPELINE, LLC",20180129,2018-11-17,NOT WITHIN A MUNICIPALITY,RICH COUNTY,UTAH,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1980,CORROSION,EXTERNAL,0,0,623000,20000,2018,INTERSTATE,QUESTAR
12874,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=86865 "" > Pdf</A>","MOUNTAINWEST PIPELINE, LLC",20200053,2020-04-20,GREEN RIVER,SWEETWATER,WYOMING,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,Yes,25,2014,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,0,0,118100,0,2020,INTERSTATE,QUESTAR
12874,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=9527 "" > Pdf</A>","MOUNTAINWEST PIPELINE, LLC",20130014,2013-01-14,MYTON,DUCHESNE,UTAH,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,2012,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,177330,0,2013,INTERSTATE,QUESTAR
13120,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=16322 "" > Pdf</A>",NATURAL GAS PIPELINE CO OF AMERICA (KMI),20120066,2012-06-06,PAMPA,GREY,TEXAS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,5,1957,MATERIAL FAILURE OF PIPE OR WELD,MANUFACTURING-RELATED,0,0,117000,1000,2012,INTERSTATE,KINDER MORGAN
13120,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=26489 "" > Pdf</A>",NATURAL GAS PIPELINE CO OF AMERICA (KMI),20150096,2015-06-15,MARSHALL,HARRISON,TEXAS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,-1902,1967,ALL OTHER CAUSES,UNKNOWN,0,0,260555,0,2015,INTERSTATE,KINDER MORGAN
13120,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=26849 "" > Pdf</A>",NATURAL GAS PIPELINE CO OF AMERICA (KMI),20150063,2015-04-13,NOT WITHIN A MUNICIPALITY,HUTCHINSON,TEXAS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,0,1968,MATERIAL FAILURE OF PIPE OR WELD,ENVIRONMENTAL CRACKING-RELATED,0,0,455000,6000,2015,INTERSTATE,KINDER MORGAN
13120,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=41609 "" > Pdf</A>",NATURAL GAS PIPELINE CO OF AMERICA (KMI),20170100,2017-10-04,NOT WITHIN A MUNICIPALITY,BARTON,KANSAS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1947,CORROSION,EXTERNAL,0,0,100171,0,2017,INTERSTATE,KINDER MORGAN
13120,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=45046 "" > Pdf</A>",NATURAL GAS PIPELINE CO OF AMERICA (KMI),20180005,2017-12-05,NOT WITHIN A MUNICIPALITY,LEE,ILLINOIS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",Yes,No,No,72,1941,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,2,2,973241,650000,2017,INTERSTATE,KINDER MORGAN
13120,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=46845 "" > Pdf</A>",NATURAL GAS PIPELINE CO OF AMERICA (KMI),20180070,2018-06-05,HADDAM,WASHINGTON,KANSAS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1958,MATERIAL FAILURE OF PIPE OR WELD,MANUFACTURING-RELATED,0,0,166491,0,2018,INTERSTATE,KINDER MORGAN
13120,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=85845 "" > Pdf</A>",NATURAL GAS PIPELINE CO OF AMERICA (KMI),20190106,2019-08-21,NOT WITHIN A MUNICIPALITY,EDDY,NEW MEXICO,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1965,CORROSION,EXTERNAL,0,0,290516,25279,2019,INTERSTATE,KINDER MORGAN
13120,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=87429 "" > Pdf</A>",NATURAL GAS PIPELINE CO OF AMERICA (KMI),20200091,2020-08-10,NOT WITHIN A MUNICIPALITY,MADISON,IOWA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1957,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,147893,0,2020,INTERSTATE,KINDER MORGAN
13120,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=98851 "" > Pdf</A>",NATURAL GAS PIPELINE CO OF AMERICA (KMI),20200110,2020-09-24,LOCO HILLS,EDDY,NEW MEXICO,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,80,1965,CORROSION,EXTERNAL,0,0,239236,0,2020,INTERSTATE,KINDER MORGAN
13120,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=99508 "" > Pdf</A>",NATURAL GAS PIPELINE CO OF AMERICA (KMI),20210090,2021-09-13,NOT WITHIN A MUNICIPALITY,DEWEY,OKLAHOMA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,125,1960,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,267049,0,2021,INTERSTATE,KINDER MORGAN
13480,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=13262 "" > Pdf</A>",NIAGARA MOHAWK POWER CORP,20130074,2013-07-03,SHERRILL,ONEIDA,NEW YORK,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,Yes,0,1991,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,662973,0,2013,INTRASTATE,NATIONAL GRID
13710,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=63425 "" > Pdf</A>",NORTHERN ILLINOIS GAS CO,20190105,2019-08-12,OQUAWKA,HENDERSON,ILLINOIS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,11,1966,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,449434,0,2019,INTRASTATE,NORTHERN ILLINOIS GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=100506 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20210071,2021-07-22,NOT WITHIN A MUNICIPALITY,ELLSWORTH,KANSAS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,56,1966,CORROSION,EXTERNAL,0,0,860396,100,2021,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=100666 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20210110,2021-11-12,NOT WITHIN A MUNICIPALITY,HARDIN,IOWA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,0,2021,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,1754479,0,2021,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=12702 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20130040,2013-04-23,MONDOVI,BUFFALO,WISCONSIN,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,120,1966,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,229733,30000,2013,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=18585 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20130099,2013-10-08,ROSSTON,HARPER,OKLAHOMA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,195,1954,CORROSION,EXTERNAL,0,0,285000,0,2013,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=19729 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20130097,2013-11-01,PRAIRIE CITY,JASPER,IOWA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,75,1966,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,124000,0,2013,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=22343 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20140104,2014-09-22,SHEFFIELD,FRANKLIN,IOWA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,105,1961,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,101477,1500,2014,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=24164 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20120049,2012-04-25,HINTON,PLYMOUTH,IOWA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",Yes,No,No,12,1957,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,2,472273,43000,2012,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=27550 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20140042,2014-03-14,NICKERSON,DODGE,NEBRASKA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,45,1946,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,3404215,2200,2014,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=29012 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20140052,2014-04-27,MECHANICSVILLE,CEDAR,IOWA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,180,1964,NATURAL FORCE DAMAGE,LIGHTNING,0,0,495700,35000,2014,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=31045 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20150145,2015-11-10,NOT WITHIN A MUNICIPALITY,SALINE,NEBRASKA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,60,1962,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,118847,0,2015,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=33209 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20160040,2016-04-26,NOT WITHIN A MUNICIPALITY,EAU CLAIRE,WISCONSIN,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,145,1966,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,102800,1000,2016,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=34509 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20160032,2016-03-14,NOT WITHIN A MUNICIPALITY,WRIGHT,MINNESOTA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,101,1961,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,0,0,300000,0,2016,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=38846 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20160076,2016-08-25,NOT WITHIN A MUNICIPALITY,LINCOLN,KANSAS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,50,1963,CORROSION,EXTERNAL,0,0,242520,2000,2016,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=40376 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20170078,2017-03-20,NOT WITHIN A MUNICIPALITY,HOUGHTON,MICHIGAN,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,2800,1965,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,1000060,2500,2017,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=50211 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20180128,2018-11-27,NOT WITHIN A MUNICIPALITY,STORY,IOWA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,71,1950,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,132410,0,2018,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=54586 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20190042,2019-03-20,NOT WITHIN A MUNICIPALITY,WEBSTER,IOWA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,60,1956,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,252600,0,2019,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=95505 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20210008,2020-12-24,NOT WITHIN A MUNICIPALITY,BURT,NEBRASKA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,40,1961,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,0,0,171922,0,2020,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=95652 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20200122,2020-11-07,NOT WITHIN A MUNICIPALITY,HOUGHTON,MICHIGAN,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,1735,1965,MATERIAL FAILURE OF PIPE OR WELD,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,899021,0,2020,INTERSTATE,NORTHERN NATURAL GAS CO
13750,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=96366 "" > Pdf</A>",NORTHERN NATURAL GAS CO,20210041,2021-03-31,NOT WITHIN A MUNICIPALITY,PAWNEE,NEBRASKA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,19680,1932,CORROSION,EXTERNAL,0,0,122380,100,2021,INTERSTATE,NORTHERN NATURAL GAS CO
13845,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=18670 "" > Pdf</A>",NORTHWEST PIPELINE LLC,20140006,2013-12-16,MALAGA (WENATCHEE),CHELAN,WASHINGTON,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1956,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,250847,0,2013,INTERSTATE,WILLIAMS PIPELINE
13845,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=92785 "" > Pdf</A>",NORTHWEST PIPELINE LLC,20200073,2020-06-12,NOT WITHIN A MUNICIPALITY,POWER,IDAHO,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,-14,1955,CORROSION,EXTERNAL,0,0,608853,0,2020,INTERSTATE,WILLIAMS PIPELINE
13845,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=92787 "" > Pdf</A>",NORTHWEST PIPELINE LLC,20200082,2020-07-15,NOT WITHIN A MUNICIPALITY,POWER,IDAHO,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,-50230,1955,CORROSION,EXTERNAL,0,0,201264,0,2020,INTERSTATE,WILLIAMS PIPELINE
13845,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=92788 "" > Pdf</A>",NORTHWEST PIPELINE LLC,20200109,2020-09-24,NOT WITHIN A MUNICIPALITY,POWER,IDAHO,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,0,1955,CORROSION,EXTERNAL,0,0,212921,0,2020,INTERSTATE,WILLIAMS PIPELINE
14210,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=15992 "" > Pdf</A>","OKLAHOMA NATURAL GAS COMPANY, A DIVISION OF ONE GAS, INC.",20130051,2013-05-20,NEWCASTLE,MCCLAIN,OKLAHOMA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,5,1946,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,0,0,2339727,0,2013,INTRASTATE,OKLAHOMA NATURAL GAS CO
14210,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=35786 "" > Pdf</A>","OKLAHOMA NATURAL GAS COMPANY, A DIVISION OF ONE GAS, INC.",20170004,2016-12-14,OKLAHOMA CITY,OKLAHOMA,OKLAHOMA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,Yes,No,0,1948,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,92127,45000,2016,INTRASTATE,OKLAHOMA NATURAL GAS CO
14210,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=52670 "" > Pdf</A>","OKLAHOMA NATURAL GAS COMPANY, A DIVISION OF ONE GAS, INC.",20190025,2019-01-31,TULSA,TULSA,OKLAHOMA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,Yes,15,1959,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,368978,25000,2019,INTRASTATE,OKLAHOMA NATURAL GAS CO
14435,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=90685 "" > Pdf</A>","OZARK GAS TRANSMISSION, L.L.C",20190124,2019-11-05,RECTOR,CLAY,ARKANSAS,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,99,1993,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,3904413,0,2019,INTERSTATE,ENBRIDGE
15007,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=11821 "" > Pdf</A>",PACIFIC GAS & ELECTRIC CO,20120122,2012-11-10,MODESTO,STANISLAUS,CALIFORNIA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,No,36,1947,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,105010,0,2012,INTRASTATE,PGANDE
15007,"<A target=""_blank"" HREF = ""/PDFGenerator/getPublicReport/ODES_GasTransmission.pdf?RPTID=13407 "" > Pdf</A>",PACIFIC GAS & ELECTRIC CO,20120130,2012-12-01,STOCKTON,SAN JOAQUIN,CALIFORNIA,Yes,"ONSHORE PIPELINE, INCLUDING VALVE SITES",No,No,Yes,25,1985,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,0,0,546000,15000,2012,INTRASTATE,PGANDE
