sub.id,sub.name,sub.sys,sub.status,pri.id,pri.name,pri.status,start,end
31886,DUKE ENERGY OHIO - LIQUID,HL,INACTIVE,2364,Duke Energy,Current,2004-01-08,2025-02-03
31887,DUKE ENERGY KENTUCKY - LIQUID,HL,INACTIVE,15518,PIEDMONT NATURAL GAS CO INC,Current,2019-01-01,2025-02-03
31887,DUKE ENERGY KENTUCKY - LIQUID,HL,INACTIVE,2364,Duke Energy,Superseded,2004-01-13,2018-12-31
31888,CENTURION PIPELINE L.P.,HL,ACTIVE,32099,Energy Transfer,Current,2023-11-01,2025-02-03
31888,CENTURION PIPELINE L.P.,HL,ACTIVE,31888,CENTURION PIPELINE L.P.,Superseded,2004-01-14,2023-10-31
31890,WSP USA INC.,GT,ACTIVE,31890,P B ENERGY STORAGE SERVICES INC.,Current,2004-01-22,2025-02-03
31890,WSP USA INC.,UNGS,ACTIVE,31890,P B ENERGY STORAGE SERVICES INC.,Current,2017-01-18,2025-02-03
31891,NORTH BAJA PIPELINE LLC,GT,ACTIVE,405,TransCanada,Current,2004-01-28,2025-02-03
31892,DUKE ENERGY - DEBARY COMBUSTION TURBINE,GT,ACTIVE,31892,Progress Energy,Current,2004-01-28,2025-02-03
31893,DUKE ENERGY - INTERCESSION CITY COMBUSTION TURBINE STATION,GT,INACTIVE,31892,Progress Energy,Current,2004-01-28,2025-02-03
31894,KISSIMMEE UTILITY AUTHORITY,GT,ACTIVE,31894,KISSIMMEE UTILITY AUTHORITY,Current,2004-01-28,2025-02-03
31895,CERTAINTEED  SAINT-GOBAIN,GT,ACTIVE,31895,LAFARGE NORTH AMERICA,Current,2004-01-28,2025-02-03
31896,"NORSTAR PIPELINE COMPANY, INC.",GD,ACTIVE,4483,Enstar Natural Gas,Current,2018-03-14,2025-02-03
31896,"NORSTAR PIPELINE COMPANY, INC.",GT,ACTIVE,207,Alaska Pipeline,Current,2004-01-29,2025-02-03
31897,"THE GEORGE R. BROWN PARTNERSHIP, L.P.",HL,INACTIVE,31897,"THE GEORGE R. BROWN PARTNERSHIP, L.P.",Current,2004-01-30,2025-02-03
31898,MV PIPELINE COMPANY,GT,ACTIVE,31898,MV PIPELINE COMPANY,Current,2004-02-02,2025-02-03
31901,BAXTER HEALTHCARE CORP.,GT,INACTIVE,31901,BAXTER HEALTHCARE CORP.,Current,2004-02-06,2025-02-03
31904,"SUNRISE POWER COMPANY, LLC",GT,ACTIVE,31904,EDISON MISSION OPERATIONS AND MAINTENANCE,Current,2004-02-11,2025-02-03
31906,NORTHWEST NATURAL GAS LLC,GD,ACTIVE,31906,NW Gas,Current,2004-02-20,2025-02-03
31907,NORTHWEST NATURAL GAS OF MURRAY COUNTY LLC,GD,ACTIVE,31906,NW Gas,Current,2004-02-20,2025-02-03
31908,CHS OILSEED PROCESSING-NW GAS CONTRACTED,GT,ACTIVE,31908,CHS OILSEED PROCESSING-NW GAS CONTRACTED,Current,2004-02-20,2025-02-03
31909,"AMERICAN ENERGIES PIPELINE,  LLC",GT,ACTIVE,31909,"AMERICAN ENERGIES PIPELINE,  LLC",Current,2004-03-02,2025-02-03
31910,"AMERICAN MIDSTREAM (MISSISSIPPI), LLC",GT,ACTIVE,32595,"HIGH POINT GAS GATHERING, LLC",Current,2021-06-17,2025-02-03
31910,"AMERICAN MIDSTREAM (MISSISSIPPI), LLC",GT,ACTIVE,189,American Midstream,Superseded,2004-03-02,2021-06-16
31911,"AMERICAN ENERGIES GAS SERVICE,  LLC",GD,ACTIVE,31911,"AMERICAN ENERGIES GAS SERVICE,  LLC",Current,2004-03-02,2025-02-03
31911,"AMERICAN ENERGIES GAS SERVICE,  LLC",GT,ACTIVE,31911,"AMERICAN ENERGIES GAS SERVICE,  LLC",Current,2004-03-02,2025-02-03
31914,NGL SUPPLY TERMINAL COMPANY LLC,HL,ACTIVE,31914,NGL SUPPLY TERMINAL COMPANY LLC,Current,2021-08-02,2025-02-03
31914,NGL SUPPLY TERMINAL COMPANY LLC,HL,ACTIVE,31476,SemGroup,Superseded,2004-03-02,2021-08-01
31915,"TROPICANA PRODUCTS, INC.",GD,ACTIVE,31915,"TROPICANA PRODUCTS, INC.",Current,2004-03-04,2025-02-03
31915,"TROPICANA PRODUCTS, INC.",GT,ACTIVE,31442,Douglas,Current,2014-08-19,2025-02-03
31916,"WM RENEWABLE ENERGY, LLC",GT,ACTIVE,31916,"EAGLE HILL RENEWABLE ENERGY, LLC",Current,2004-03-08,2025-02-03
31919,MIDSTREAM ENERGY PARTNERS (USA) LLC,HL,ACTIVE,31919,INERGY WEST COAST,Current,2004-03-10,2025-02-03
31920,"OMIMEX CANADA, LTD.",GT,INACTIVE,31920,"OMIMEX CANADA, LTD.",Current,2004-03-10,2025-02-03
31926,COPANO PIPELINES/UPPER GULF COAST LLC,GT,ACTIVE,2564,Kinder Morgan,Current,2015-07-01,2025-02-03
31926,COPANO PIPELINES/UPPER GULF COAST LLC,GT,ACTIVE,31926,"COPANO PIPELINES/UP GULF COAST, L.P.",Superseded,2004-03-12,2015-06-30
31933,CALCASIEU REFINING COMPANY,GT,ACTIVE,31933,CALCASIEU REFINING COMPANY,Current,2004-03-16,2025-02-03
31933,CALCASIEU REFINING COMPANY,HL,ACTIVE,31933,CALCASIEU REFINING COMPANY,Current,2004-03-16,2025-02-03
31935,ORANGE CITY MUNCIPAL UTILITIES,GD,ACTIVE,31935,ORANGE CITY MUNCIPAL UTILITIES,Current,2004-03-18,2025-02-03
31936,WORTHINGTON GENERATION,GT,ACTIVE,31936,WORTHINGTON GENERATION,Current,2004-03-18,2025-02-03
31937,"TPCO, LLC",HL,ACTIVE,31937,"TPCO, LLC",Current,2004-03-19,2025-02-03
31939,"XTX PIPELINE COMPANY, LLC",GT,INACTIVE,31939,"XTX PIPELINE COMPANY, LLC",Current,2004-03-22,2025-02-03
31940,"VALLEY RURAL UTILITY CO. C/O UTILITY PIPELINE, LTD.",GD,ACTIVE,31940,"VALLEY RURAL UTILITY CO. C/O UTILITY PIPELINE, LTD.",Current,2004-03-22,2025-02-03
31943,COLT MIDSTREAM LLC,GT,ACTIVE,31943,Midcoast Gathering (North Texas) L.P.,Current,2004-03-25,2025-02-03
31943,COLT MIDSTREAM LLC,HL,ACTIVE,31943,Midcoast Gathering (North Texas) L.P.,Current,2004-03-25,2025-02-03
31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,HL,ACTIVE,11169,Enbridge,Current,2004-03-30,2025-02-03
31948,ENBRIDGE STORAGE (PATOKA) L.L.C.,HL,ACTIVE,11169,Enbridge,Current,2004-03-30,2025-02-03
31949,SW GATHERING,GT,ACTIVE,31949,SOUTHWESTERN ENERGY PRODUCTION COMPANY,Current,2004-03-30,2025-02-03
31955,CITY OF VERNON,GD,ACTIVE,31955,CITY OF VERNON,Current,2004-04-06,2025-02-03
31955,CITY OF VERNON,GT,ACTIVE,31955,CITY OF VERNON,Current,2004-04-06,2025-02-03
31957,KINDER MORGAN WINK PIPELINE LLC,HL,ACTIVE,18092,Kinder Morgan,Current,2013-01-14,2025-02-03
31957,KINDER MORGAN WINK PIPELINE LLC,HL,ACTIVE,31957,Kinder Morgan,Superseded,2004-04-08,2013-01-13
31959,ALL AMERICAN ENERGY,GD,ACTIVE,31959,ALL AMERICAN ENERGY,Current,2004-04-13,2025-02-03
31963,POTATO HILLS GAS GATHERING SYSTEM,GT,INACTIVE,12498,MIDWESTERN GAS TRANSMISSION CO,Current,2004-04-16,2025-02-03
31964,KAMPS PROPANE,GD,ACTIVE,31964,KAMPS PROPANE,Current,2004-04-16,2025-02-03
31968,"WTG GAS TRANSMISSION COMPANY, LLC",GD,ACTIVE,22435,West Texas Gas,Current,2024-03-11,2025-02-03
31968,"WTG GAS TRANSMISSION COMPANY, LLC",GT,ACTIVE,22435,West Texas Gas,Current,2004-04-29,2025-02-03
31970,"CONOCOPHILLIPS ALASKA, INC.",HL,ACTIVE,10346,ConocoPhillips Alaska,Current,2004-05-05,2025-02-03
31973,BOC GASES,HL,INACTIVE,31973,BOC GASES,Current,2004-05-11,2025-02-03
31975,SONORA J.S. WEST & CO PROPANE,GD,INACTIVE,31975,SONORA J.S. WEST & CO PROPANE,Current,2004-05-11,2025-02-03
31978,ATMOS PIPELINE - TEXAS,GT,ACTIVE,4473,Atmos,Current,2004-05-19,2025-02-03
31978,ATMOS PIPELINE - TEXAS,UNGS,ACTIVE,4473,Atmos,Current,2017-01-18,2025-02-03
31981,"TEXAS KANSAS OKLAHOMA GAS, LLC",GD,ACTIVE,31981,"TEXAS KANSAS OKLAHOMA GAS, LLC",Current,2004-05-20,2025-02-03
31982,"KOCH FERTILIZER, LLC.",GT,INACTIVE,15359,BLACK HILLS,Current,2004-05-21,2025-02-03
31982,"KOCH FERTILIZER, LLC.",HL,INACTIVE,31982,"KOCH NITROGEN COMPANY, LLC",Current,2004-05-21,2025-02-03
31983,"EPL PIPELINE, LLC",HL,INACTIVE,31983,"ENERGY PARTNERS, LTD",Current,2004-05-24,2025-02-03
31984,"RURAL WATER, SEWER, GAS & SOLID WASTE MGMT. DIST. #10 OF DELAWARE CTY, OK",GD,ACTIVE,31984,"RURAL WATER, SEWER, GAS & SOLID WASTE MGMT. DIST. #10 OF DELAWARE CTY, OK",Current,2004-05-25,2025-02-03
31985,THE VILLAGE OF OBETZ,GD,ACTIVE,31985,THE VILLAGE OF OBETZ,Current,2004-05-25,2025-02-03
31986,"CITY OF GLENDALE, GLENDALE WATER & POWER",GT,INACTIVE,31986,"CITY OF GLENDALE, GLENDALE WATER & POWER",Current,2004-05-25,2025-02-03
31987,"SCEPTER GREENEVILLE, INC",GT,INACTIVE,31987,"MD RECYCLING, INC.",Current,2004-05-27,2025-02-03
31988,GALLAGHER DRILLING INC,GD,INACTIVE,31988,GALLAGHER DRILLING INC,Current,2004-06-07,2025-02-03
31988,GALLAGHER DRILLING INC,GT,INACTIVE,31988,GALLAGHER DRILLING INC,Current,2004-06-07,2025-02-03
31988,GALLAGHER DRILLING INC,UNGS,INACTIVE,31988,GALLAGHER DRILLING INC,Current,2018-01-18,2025-02-03
31989,"FRENCH SETTLEMENT GAS, LLC",GD,ACTIVE,31989,"FRENCH SETTLEMENT GAS, LLC",Current,2004-06-15,2025-02-03
31994,"PANTHER OPERATING COMPANY, LLC",GT,ACTIVE,31994,Panther,Current,2004-06-30,2025-02-03
31994,"PANTHER OPERATING COMPANY, LLC",HL,ACTIVE,32595,"HIGH POINT GAS GATHERING, LLC",Current,2021-06-17,2025-02-03
31994,"PANTHER OPERATING COMPANY, LLC",HL,ACTIVE,31994,Panther,Superseded,2004-06-30,2021-06-16
31995,"PANTHER INTERSTATE PIPELINE ENERGY, LLC",GT,INACTIVE,31995,"PANTHER INTERSTATE PIPELINE ENERGY, LLC",Current,2004-06-30,2025-02-03
31999,"SHELBY COUNTY ENERGY CENTER, LLC",GT,ACTIVE,31999,NRG WHOLESALE GENERATION LP,Current,2004-07-07,2025-02-03
32004,QEP FIELD SERVICES COMPANY,GT,INACTIVE,32004,QEP FIELD SERVICES COMPANY,Current,2004-07-14,2025-02-03
32004,QEP FIELD SERVICES COMPANY,HL,INACTIVE,32004,QEP FIELD SERVICES COMPANY,Current,2004-07-14,2025-02-03
32005,"ENLINK PROCESSING SERVICES, LLC",GT,ACTIVE,32005,EnLink Midstream,Current,2004-07-14,2025-02-03
32005,"ENLINK PROCESSING SERVICES, LLC",HL,ACTIVE,32005,EnLink Midstream,Current,2014-03-07,2025-02-03
32005,"ENLINK PROCESSING SERVICES, LLC",UNGS,ACTIVE,32005,EnLink Midstream,Current,2017-01-18,2025-02-03
32007,"SUPERIOR MIDSTREAM, LLC",GT,ACTIVE,32007,Superior,Current,2004-07-22,2025-02-03
32007,"SUPERIOR MIDSTREAM, LLC",HL,ACTIVE,32007,Superior,Current,2004-07-22,2025-02-03
32009,EXXONMOBIL OIL CORPORATION-TERMINALS,HL,INACTIVE,4906,ExxonMobil,Current,2004-07-30,2025-02-03
32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",GT,ACTIVE,32011,Holly Energy,Current,2004-08-04,2025-02-03
32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",HL,ACTIVE,32011,Holly Energy,Current,2004-08-04,2025-02-03
32013,AMERIGAS PROPANE LP,GD,ACTIVE,32013,AMERIGAS PROPANE LP,Current,2004-08-10,2025-02-03
32023,"MONTGOMERY GAS TRANSMISSION, INC.",GT,ACTIVE,32023,"MONTGOMERY GAS TRANSMISSION, INC.",Current,2004-08-20,2025-02-03
32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.",GD,ACTIVE,32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.",Current,2004-08-24,2025-02-03
32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.",GT,ACTIVE,32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.",Current,2004-08-24,2025-02-03
32026,MINNESOTA SOYBEAN PROCESSORS,GT,ACTIVE,32026,MINNESOTA SOYBEAN PROCESSORS,Current,2004-08-26,2025-02-03
32034,"NGO TRANSMISSION, INC.",GD,ACTIVE,32034,"NGO TRANSMISSION, INC.",Current,2017-01-18,2025-02-03
32034,"NGO TRANSMISSION, INC.",GT,ACTIVE,32034,"NGO TRANSMISSION, INC.",Current,2004-09-02,2025-02-03
32034,"NGO TRANSMISSION, INC.",UNGS,ACTIVE,32034,"NGO TRANSMISSION, INC.",Current,2017-01-18,2025-02-03
32037,"PITT LANDFILL GAS, LLC",GT,INACTIVE,32037,"PITT LANDFILL GAS, LLC",Current,2004-11-09,2025-02-03
32039,PIMALCO GAS,GT,ACTIVE,32039,PIMALCO GAS,Current,2004-11-10,2025-02-03
32042,FUTAMURA,GD,ACTIVE,32042,"INNOVIA FILMS, INC.",Current,2004-11-17,2025-02-03
32042,FUTAMURA,GT,ACTIVE,32042,"INNOVIA FILMS, INC.",Current,2004-11-17,2025-02-03
32043,"NORTH COAST GAS TRANSMISSION, LLC",GT,ACTIVE,32043,"NORTH COAST GAS TRANSMISSION, LLC",Current,2004-12-09,2025-02-03
32044,BP USFO/LOGISTICS,HL,INACTIVE,31189,BP,Current,2005-01-12,2025-02-03
32045,"EAGLE ROCK DESOTO PIPELINE, L.P.",GT,INACTIVE,32234,Eagle Rock,Current,2005-02-03,2025-02-03
32046,ETHANOL 2000 LLP (NORTHWEST GAS CONTRACTED),GT,ACTIVE,32046,ETHANOL 2000 LLP (NORTHWEST GAS CONTRACTED),Current,2005-02-03,2025-02-03
32051,"MARTIN OPERATING PARTNERSHIP, L.P.",HL,ACTIVE,32051,"MARTIN OPERATING PARTNERSHIP, L.P.",Current,2005-02-11,2025-02-03
32052,"WHITE MARLIN OPERATING COMPANY, LLC",GT,ACTIVE,32052,SABCO OPERATING COMPANY,Current,2005-02-11,2025-02-03
32052,"WHITE MARLIN OPERATING COMPANY, LLC",HL,ACTIVE,32052,SABCO OPERATING COMPANY,Current,2005-02-11,2025-02-03
32054,SILICON VALLEY POWER,GT,ACTIVE,32054,SILICON VALLEY POWER,Current,2005-02-15,2025-02-03
32061,"TEXAS COMMUNITY PROPANE, LTD.",GD,ACTIVE,32061,"TEXAS COMMUNITY PROPANE, LTD.",Current,2005-02-25,2025-02-03
32062,IMTT-PIPELINE,HL,ACTIVE,32062,IMTT-PIPELINE,Current,2005-03-03,2025-02-03
32063,"TORO ENERGY OF INDIANA, LLC",GT,ACTIVE,32063,"TORO ENERGY OF INDIANA, LLC",Current,2005-03-04,2025-02-03
32064,"WMRE OF KENTUCKY, LLC",GT,INACTIVE,32064,"WMRE OF KENTUCKY, LLC",Current,2005-03-04,2025-02-03
32065,"TREMONT, CITY OF",GD,ACTIVE,32065,"TREMONT, CITY OF",Current,2005-03-04,2025-02-03
32066,GEOMET INC.,GT,INACTIVE,32066,GEOMET INC.,Current,2005-03-08,2025-02-03
32067,"TORO ENERGY OF MARYLAND, LLC",GT,ACTIVE,32067,"TORO ENERGY OF MARYLAND, LLC",Current,2005-03-08,2025-02-03
32068,"WMRE OF MICHIGAN, LLC",GT,ACTIVE,32068,"WMRE OF MICHIGAN, LLC",Current,2005-03-08,2025-02-03
32069,"TORO ENERGY OF MISSOURI, LLC",GD,INACTIVE,32069,"TORO ENERGY OF MISSOURI, LLC",Current,2005-03-08,2025-02-03
32070,"WMRE OF OHIO, LLC",GT,ACTIVE,32070,"WMRE OF OHIO, LLC",Current,2005-03-08,2025-02-03
32071,"WMRE OF OHIO-AMERICAN, LLC",GT,ACTIVE,32071,"WMRE OF OHIO-AMERICAN, LLC",Current,2005-03-08,2025-02-03
32072,HUDSON VALLEY GAS CORPORATION,GT,ACTIVE,32105,"MIRANT BOWLINE, LLC",Current,2005-03-08,2025-02-03
32073,LUCID ARTESIA COMPANY,GT,INACTIVE,32073,AGAVE ENERGY COMPANY,Current,2005-03-14,2025-02-03
32073,LUCID ARTESIA COMPANY,HL,INACTIVE,32073,AGAVE ENERGY COMPANY,Current,2005-03-14,2025-02-03
32074,SUMMIT NATURAL GAS OF MISSOURI,GD,ACTIVE,32074,SUMMIT NATURAL GAS OF MISSOURI,Current,2005-03-14,2025-02-03
32074,SUMMIT NATURAL GAS OF MISSOURI,GT,ACTIVE,32074,SUMMIT NATURAL GAS OF MISSOURI,Current,2005-03-14,2025-02-03
32080,"CCPS TRANSPORTATION, LLC",HL,ACTIVE,11169,Enbridge,Current,2005-04-05,2025-02-03
32081,NEBRASKA PUBLIC POWER DISTRICT,GT,ACTIVE,32081,NEBRASKA PUBLIC POWER DISTRICT,Current,2005-04-05,2025-02-03
32082,"ZENITH ENERGY TERMINALS HOLDINGS, LLC",HL,INACTIVE,32082,ARC TERMINALS,Current,2005-04-06,2025-02-03
32083,"DCOR, LLC",HL,ACTIVE,32083,"DCOR, LLC",Current,2005-04-06,2025-02-03
32084,"VILLAGE ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",GD,ACTIVE,32084,"VILLAGE ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",Current,2005-04-20,2025-02-03
32085,"MADISON ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",GD,ACTIVE,32085,"MADISON ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",Current,2005-04-20,2025-02-03
32086,"KNOX ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",GD,ACTIVE,32086,"KNOX ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",Current,2005-04-20,2025-02-03
32091,"WILLIAMS OIL GATHERING, LLC",HL,ACTIVE,30826,Williams Field,Current,2005-05-27,2025-02-03
32092,"ROSS ENERGY, LLC",GD,ACTIVE,32092,"ROSS ENERGY, LLC",Current,2005-06-03,2025-02-03
32093,EX EL PIPELINE SERVICES LLC,GT,ACTIVE,32093,EX EL PIPELINE SERVICES LLC,Current,2005-06-09,2025-02-03
32094,AUX SABLE LIQUID PRODUCTS,GT,ACTIVE,32094,AUX SABLE LIQUID PRODUCTS,Current,2005-06-24,2025-02-03
32094,AUX SABLE LIQUID PRODUCTS,HL,ACTIVE,32094,AUX SABLE LIQUID PRODUCTS,Current,2005-06-24,2025-02-03
32095,"LBC HOUSTON, L.P.",HL,ACTIVE,32095,"LBC HOUSTON, L.P.",Current,2005-06-30,2025-02-03
32096,WYNNEWOOD REFINERY COMPANY,HL,ACTIVE,32099,Energy Transfer,Current,2019-06-13,2025-02-03
32097,IOCHEM CORPORATION,GT,INACTIVE,32097,IOCHEM CORPORATION,Current,2005-07-08,2025-02-03
32099,ENERGY TRANSFER COMPANY,GT,ACTIVE,32099,Energy Transfer,Current,2005-07-27,2025-02-03
32099,ENERGY TRANSFER COMPANY,HL,ACTIVE,32099,Energy Transfer,Current,2005-07-27,2025-02-03
32099,ENERGY TRANSFER COMPANY,UNGS,ACTIVE,32099,Energy Transfer,Current,2017-01-18,2025-02-03
32103,CRIMSON PIPELINE L.P.,HL,ACTIVE,32103,"CRIMSON GULF, LLC",Current,2005-09-06,2025-02-03
32105,"MIRANT BOWLINE, LLC",GT,ACTIVE,32072,HUDSON VALLEY GAS CORPORATION,Current,2005-09-14,2025-02-03
32106,CENTURY ALUMINUM,GT,ACTIVE,14356,"ORBIT GAS TRANSMISSION, INC.",Current,2023-11-01,2025-02-03
32106,CENTURY ALUMINUM,GT,ACTIVE,32106,ALCAN PRIMARY METAL GROUP,Superseded,2005-09-21,2023-10-31
32106,CENTURY ALUMINUM,UNGS,ACTIVE,14356,"ORBIT GAS TRANSMISSION, INC.",Current,2017-01-18,2025-02-03
32107,"ENLINK NGL PIPELINE, LP",HL,INACTIVE,32107,"CROSSTEX NGL PIPELINE, L.P.",Current,2005-10-05,2025-02-03
32109,"ONEOK NGL PIPELINE, LLC",GT,ACTIVE,32109,OneOK,Current,2005-10-07,2025-02-03
32109,"ONEOK NGL PIPELINE, LLC",HL,ACTIVE,32109,OneOK,Current,2005-10-07,2025-02-03
32110,"HERMISTON OPERATIONS COMPANY, LLC",GT,INACTIVE,32110,"HERMISTON OPERATIONS COMPANY, LLC",Current,2005-10-11,2025-02-03
32113,"ENLINK NORTH TEXAS PIPELINE, LP",GT,INACTIVE,32005,EnLink Midstream,Current,2014-03-07,2025-02-03
32113,"ENLINK NORTH TEXAS PIPELINE, LP",GT,INACTIVE,32113,"CROSSTEX NORTH TEXAS PIPELINE, L.P.",Superseded,2005-10-26,2014-03-06
32114,COPANO NGL SERVICES LLC,HL,ACTIVE,18092,Kinder Morgan,Current,2014-06-19,2025-02-03
32114,COPANO NGL SERVICES LLC,HL,ACTIVE,32114,"COPANO NGL SERVICES, L.P.",Superseded,2005-10-28,2014-06-18
32116,DICK BROWN TECHNICAL SERVICES,GT,ACTIVE,32116,DICK BROWN TECHNICAL SERVICES,Current,2005-11-28,2025-02-03
32117,"ASCENSION PIPELINE COMPANY, LLC",HL,ACTIVE,32005,EnLink Midstream,Current,2014-03-07,2025-02-03
32117,"ASCENSION PIPELINE COMPANY, LLC",HL,ACTIVE,32117,ENLINK MIDSTREAM,Superseded,2005-12-14,2014-03-06
32118,"ENLINK NORTH TEXAS GATHERING, LP",GT,INACTIVE,32005,EnLink Midstream,Current,2014-03-07,2025-02-03
32118,"ENLINK NORTH TEXAS GATHERING, LP",GT,INACTIVE,32118,"CROSSTEX NORTH TEXAS GATHERING, L.P.",Superseded,2005-12-20,2014-03-06
32118,"ENLINK NORTH TEXAS GATHERING, LP",HL,INACTIVE,32005,EnLink Midstream,Current,2016-01-01,2025-02-03
32119,CITY OF VICTORVILLE,GD,ACTIVE,32119,CITY OF VICTORVILLE,Current,2006-01-06,2025-02-03
32120,NORTHVILLE INDUSTRIES CORP.,HL,ACTIVE,32120,NORTHVILLE INDUSTRIES CORP.,Current,2006-01-23,2025-02-03
32122,"SAR GAS, INC.",GD,ACTIVE,32122,"SAR GAS, INC.",Current,2006-01-31,2025-02-03
32123,PRINCE GEORGES COUNTY GOVERNMENT,GD,ACTIVE,32123,PRINCE GEORGES COUNTY GOVERNMENT,Current,2005-01-15,2025-02-03
32123,PRINCE GEORGES COUNTY GOVERNMENT,GT,ACTIVE,32123,PRINCE GEORGES COUNTY GOVERNMENT,Current,2006-02-03,2025-02-03
32124,"BARNETT GATHERING, LLC",GT,ACTIVE,31178,XTO,Current,2006-02-06,2025-02-03
32126,"AMERESCO PINE BLUFF, LLC",GT,INACTIVE,32126,"AMERESCO PINE BLUFF, LLC",Current,2006-02-13,2025-02-03
32129,OKLAHOMA GAS PROCESSING,HL,INACTIVE,32129,OKLAHOMA GAS PROCESSING,Current,2006-02-21,2025-02-03
32130,GENON ENERGY - OSCEOLA,GT,INACTIVE,32130,GENON ENERGY - OSCEOLA,Current,2006-02-23,2025-02-03
32132,MISSION VALLEY PIPELINE,GT,INACTIVE,39420,"FLORIDA SOUTHEAST CONNECTION, LLC",Current,2021-05-24,2025-02-03
32132,MISSION VALLEY PIPELINE,GT,INACTIVE,32132,MISSION VALLEY PIPELINE,Superseded,2006-02-28,2021-05-23
32133,CHAUTAUQUA UTILITIES INCORPORATED,GD,ACTIVE,32133,CHAUTAUQUA UTILITIES INCORPORATED,Current,2006-03-06,2025-02-03
32134,PATRIOTS ENERGY GROUP,GD,ACTIVE,32134,PATRIOTS ENERGY GROUP,Current,2006-03-07,2025-02-03
32134,PATRIOTS ENERGY GROUP,GT,ACTIVE,32134,PATRIOTS ENERGY GROUP,Current,2006-03-07,2025-02-03
32135,PHILLIPS 66 COMPANY - LOS ANGELES REFINERY,HL,ACTIVE,32135,PHILLIPS 66 COMPANY - LOS ANGELES REFINERY,Current,2006-03-07,2025-02-03
32136,"ENERGY DEVELOPMENTS HONEY BROOK, LLC",GD,ACTIVE,39394,UTILITY SAFETY AND DESIGN INC,Current,2023-12-15,2025-02-03
32136,"ENERGY DEVELOPMENTS HONEY BROOK, LLC",GD,ACTIVE,32136,"GRANGER ENERGY  OF HONEY BROOK, LLC",Superseded,2006-03-07,2023-12-14
32139,"GRANGER ENERGY OF DECATUR, LLC",GD,INACTIVE,32139,"GRANGER ENERGY OF DECATUR, LLC",Current,2006-03-10,2025-02-03
32140,PORT WESTWARD POWER PLANT,GT,INACTIVE,32140,BEAVER PLANT- PORTLAND GENERAL ELECTRIC,Current,2006-03-15,2025-02-03
32141,RESOLUTE NATURAL RESOURCES COMPANY,HL,INACTIVE,32141,RESOLUTE NATURAL RESOURCES COMPANY,Current,2006-03-27,2025-02-03
32142,CASCADE PIPELINE,HL,INACTIVE,32142,CASCADE PIPELINE,Current,2006-03-30,2025-02-03
32143,COYOTE SPRINGS PLANT - PORTLAND GENERAL ELECTRIC,GT,INACTIVE,32143,COYOTE SPRINGS PLANT - PORTLAND GENERAL ELECTRIC,Current,2006-04-04,2025-02-03
32144,COOS COUNTY PIPELINE,GT,ACTIVE,32144,COOS COUNTY PIPELINE,Current,2006-04-04,2025-02-03
32145,BASIN ELECTRIC POWER COOPERATIVE,GT,ACTIVE,32145,BASIN ELECTRIC POWER COOPERATIVE,Current,2006-05-02,2025-02-03
32147,MARATHON PIPE LINE LLC,GD,ACTIVE,32147,MARATHON PIPE LINE LLC,Current,2006-05-12,2025-02-03
32147,MARATHON PIPE LINE LLC,GT,ACTIVE,32147,MARATHON PIPE LINE LLC,Current,2006-05-12,2025-02-03
32147,MARATHON PIPE LINE LLC,HL,ACTIVE,32147,MARATHON PIPE LINE LLC,Current,2006-05-12,2025-02-03
32154,SPICER GAS,GD,ACTIVE,32154,SPICER GAS,Current,2006-06-08,2025-02-03
32160,"PEREGRINE PIPELINE, L.P.",GT,INACTIVE,32160,"PEREGRINE PIPELINE, L.P.",Current,2009-12-01,2025-02-03
32161,"BMC HOLDINGS, INC.",HL,INACTIVE,32161,"BMC HOLDINGS, INC.",Current,2006-06-19,2025-02-03
32162,OHM OPERATING,GD,ACTIVE,32162,OHM OPERATING,Current,2018-07-10,2025-02-03
32163,ROCKIES EXPRESS PIPELINE LLC,GT,ACTIVE,1007,Tallgrass,Current,2006-06-19,2025-02-03
32164,MARSHALL MUNICIPAL UTILITIES,GT,ACTIVE,32164,MARSHALL MUNICIPAL UTILITIES,Current,2006-06-19,2025-02-03
32165,POWELL VALLEY UTILITY DISTRICT INC.,GD,ACTIVE,32165,POWELL VALLEY UTILITY DISTRICT INC.,Current,2006-06-20,2025-02-03
32166,"SEMGAS, L.P.",GT,INACTIVE,32166,"SEMGAS, L.P.",Current,2006-06-21,2025-02-03
32167,QUICKSILVER RESOURCES INC,GT,INACTIVE,32167,QUICKSILVER RESOURCES INC,Current,2006-06-23,2025-02-03
