sub.id,sub.name,sub.sys,pri.id,pri.name
31937,"TPCO, LLC",HL,31937,"TPCO, LLC"
31939,"XTX PIPELINE COMPANY, LLC",GT,31939,"XTX PIPELINE COMPANY, LLC"
31940,"VALLEY RURAL UTILITY CO. C/O UTILITY PIPELINE, LTD.",GD,31940,"VALLEY RURAL UTILITY CO. C/O UTILITY PIPELINE, LTD."
31943,COLT MIDSTREAM LLC,GT,31943,Midcoast Gathering (North Texas) L.P.
31943,COLT MIDSTREAM LLC,HL,31943,Midcoast Gathering (North Texas) L.P.
31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,HL,11169,Enbridge
31948,ENBRIDGE STORAGE (PATOKA) L.L.C.,HL,11169,Enbridge
31949,SW GATHERING,GT,31949,SOUTHWESTERN ENERGY PRODUCTION COMPANY
31955,CITY OF VERNON,GD,31955,CITY OF VERNON
31955,CITY OF VERNON,GT,31955,CITY OF VERNON
31957,KINDER MORGAN WINK PIPELINE LLC,HL,18092,Kinder Morgan
31957,KINDER MORGAN WINK PIPELINE LLC,HL,31957,Kinder Morgan
31959,ALL AMERICAN ENERGY,GD,31959,ALL AMERICAN ENERGY
31963,POTATO HILLS GAS GATHERING SYSTEM,GT,12498,MIDWESTERN GAS TRANSMISSION CO
31964,KAMPS PROPANE,GD,31964,KAMPS PROPANE
31968,"WTG GAS TRANSMISSION COMPANY, LLC",GD,22435,West Texas Gas
31968,"WTG GAS TRANSMISSION COMPANY, LLC",GT,22435,West Texas Gas
31970,"CONOCOPHILLIPS ALASKA, INC.",HL,10346,ConocoPhillips Alaska
31973,BOC GASES,HL,31973,BOC GASES
31975,SONORA J.S. WEST & CO PROPANE,GD,31975,SONORA J.S. WEST & CO PROPANE
31978,ATMOS PIPELINE - TEXAS,GT,4473,Atmos
31978,ATMOS PIPELINE - TEXAS,UNGS,4473,Atmos
31981,"TEXAS KANSAS OKLAHOMA GAS, LLC",GD,31981,"TEXAS KANSAS OKLAHOMA GAS, LLC"
31982,"KOCH FERTILIZER, LLC.",GT,15359,BLACK HILLS
31982,"KOCH FERTILIZER, LLC.",HL,31982,"KOCH NITROGEN COMPANY, LLC"
31983,"EPL PIPELINE, LLC",HL,31983,"ENERGY PARTNERS, LTD"
31984,"RURAL WATER, SEWER, GAS & SOLID WASTE MGMT. DIST. #10 OF DELAWARE CTY, OK",GD,31984,"RURAL WATER, SEWER, GAS & SOLID WASTE MGMT. DIST. #10 OF DELAWARE CTY, OK"
31985,THE VILLAGE OF OBETZ,GD,31985,THE VILLAGE OF OBETZ
31986,"CITY OF GLENDALE, GLENDALE WATER & POWER",GT,31986,"CITY OF GLENDALE, GLENDALE WATER & POWER"
31987,"SCEPTER GREENEVILLE, INC",GT,31987,"MD RECYCLING, INC."
31988,GALLAGHER DRILLING INC,GD,31988,GALLAGHER DRILLING INC
31988,GALLAGHER DRILLING INC,GT,31988,GALLAGHER DRILLING INC
31988,GALLAGHER DRILLING INC,UNGS,31988,GALLAGHER DRILLING INC
31989,"FRENCH SETTLEMENT GAS, LLC",GD,31989,"FRENCH SETTLEMENT GAS, LLC"
31994,"PANTHER OPERATING COMPANY, LLC",GT,31994,Panther
31994,"PANTHER OPERATING COMPANY, LLC",HL,32595,"HIGH POINT GAS GATHERING, LLC"
31994,"PANTHER OPERATING COMPANY, LLC",HL,31994,Panther
31995,"PANTHER INTERSTATE PIPELINE ENERGY, LLC",GT,31995,"PANTHER INTERSTATE PIPELINE ENERGY, LLC"
31999,"SHELBY COUNTY ENERGY CENTER, LLC",GT,31999,NRG WHOLESALE GENERATION LP
32004,QEP FIELD SERVICES COMPANY,GT,32004,QEP FIELD SERVICES COMPANY
32004,QEP FIELD SERVICES COMPANY,HL,32004,QEP FIELD SERVICES COMPANY
32005,"ENLINK PROCESSING SERVICES, LLC",GT,32005,EnLink Midstream
32005,"ENLINK PROCESSING SERVICES, LLC",HL,32005,EnLink Midstream
32005,"ENLINK PROCESSING SERVICES, LLC",UNGS,32005,EnLink Midstream
32007,"SUPERIOR MIDSTREAM, LLC",GT,32007,Superior
32007,"SUPERIOR MIDSTREAM, LLC",HL,32007,Superior
32009,EXXONMOBIL OIL CORPORATION-TERMINALS,HL,4906,ExxonMobil
32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",GT,32011,Holly Energy
32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",HL,32011,Holly Energy
32013,AMERIGAS PROPANE LP,GD,32013,AMERIGAS PROPANE LP
32023,"MONTGOMERY GAS TRANSMISSION, INC.",GT,32023,"MONTGOMERY GAS TRANSMISSION, INC."
32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.",GD,32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC."
32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.",GT,32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC."
32026,MINNESOTA SOYBEAN PROCESSORS,GT,32026,MINNESOTA SOYBEAN PROCESSORS
32034,"NGO TRANSMISSION, INC.",GD,32034,"NGO TRANSMISSION, INC."
32034,"NGO TRANSMISSION, INC.",GT,32034,"NGO TRANSMISSION, INC."
32034,"NGO TRANSMISSION, INC.",UNGS,32034,"NGO TRANSMISSION, INC."
32037,"PITT LANDFILL GAS, LLC",GT,32037,"PITT LANDFILL GAS, LLC"
32039,PIMALCO GAS,GT,32039,PIMALCO GAS
32042,FUTAMURA,GD,32042,"INNOVIA FILMS, INC."
32042,FUTAMURA,GT,32042,"INNOVIA FILMS, INC."
32043,"NORTH COAST GAS TRANSMISSION, LLC",GT,32043,"NORTH COAST GAS TRANSMISSION, LLC"
32044,BP USFO/LOGISTICS,HL,31189,BP
32045,"EAGLE ROCK DESOTO PIPELINE, L.P.",GT,32234,Eagle Rock
32046,ETHANOL 2000 LLP (NORTHWEST GAS CONTRACTED),GT,32046,ETHANOL 2000 LLP (NORTHWEST GAS CONTRACTED)
32051,"MARTIN OPERATING PARTNERSHIP, L.P.",HL,32051,"MARTIN OPERATING PARTNERSHIP, L.P."
32052,"WHITE MARLIN OPERATING COMPANY, LLC",GT,32052,SABCO OPERATING COMPANY
32052,"WHITE MARLIN OPERATING COMPANY, LLC",HL,32052,SABCO OPERATING COMPANY
32054,SILICON VALLEY POWER,GT,32054,SILICON VALLEY POWER
32061,"TEXAS COMMUNITY PROPANE, LTD.",GD,32061,"TEXAS COMMUNITY PROPANE, LTD."
32062,IMTT-PIPELINE,HL,32062,IMTT-PIPELINE
32063,"TORO ENERGY OF INDIANA, LLC",GT,32063,"TORO ENERGY OF INDIANA, LLC"
32064,"WMRE OF KENTUCKY, LLC",GT,32064,"WMRE OF KENTUCKY, LLC"
32065,"TREMONT, CITY OF",GD,32065,"TREMONT, CITY OF"
32066,GEOMET INC.,GT,32066,GEOMET INC.
32067,"TORO ENERGY OF MARYLAND, LLC",GT,32067,"TORO ENERGY OF MARYLAND, LLC"
32068,"WMRE OF MICHIGAN, LLC",GT,32068,"WMRE OF MICHIGAN, LLC"
32069,"TORO ENERGY OF MISSOURI, LLC",GD,32069,"TORO ENERGY OF MISSOURI, LLC"
32070,"WMRE OF OHIO, LLC",GT,32070,"WMRE OF OHIO, LLC"
32071,"WMRE OF OHIO-AMERICAN, LLC",GT,32071,"WMRE OF OHIO-AMERICAN, LLC"
32072,HUDSON VALLEY GAS CORPORATION,GT,32105,"MIRANT BOWLINE, LLC"
32073,LUCID ARTESIA COMPANY,GT,32073,AGAVE ENERGY COMPANY
32073,LUCID ARTESIA COMPANY,HL,32073,AGAVE ENERGY COMPANY
32074,SUMMIT NATURAL GAS OF MISSOURI,GD,32074,SUMMIT NATURAL GAS OF MISSOURI
32074,SUMMIT NATURAL GAS OF MISSOURI,GT,32074,SUMMIT NATURAL GAS OF MISSOURI
32080,"CCPS TRANSPORTATION, LLC",HL,11169,Enbridge
32081,NEBRASKA PUBLIC POWER DISTRICT,GT,32081,NEBRASKA PUBLIC POWER DISTRICT
32082,"ZENITH ENERGY TERMINALS HOLDINGS, LLC",HL,32082,ARC TERMINALS
32083,"DCOR, LLC",HL,32083,"DCOR, LLC"
32084,"VILLAGE ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",GD,32084,"VILLAGE ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD."
32085,"MADISON ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",GD,32085,"MADISON ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD."
32086,"KNOX ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD.",GD,32086,"KNOX ENERGY COOPERATIVE ASSOCIATION, INC. C/O UTILITY PIPELINE, LTD."
32091,"WILLIAMS OIL GATHERING, LLC",HL,30826,Williams Field
32092,"ROSS ENERGY, LLC",GD,32092,"ROSS ENERGY, LLC"
32093,EX EL PIPELINE SERVICES LLC,GT,32093,EX EL PIPELINE SERVICES LLC
32094,AUX SABLE LIQUID PRODUCTS,GT,32094,AUX SABLE LIQUID PRODUCTS
32094,AUX SABLE LIQUID PRODUCTS,HL,32094,AUX SABLE LIQUID PRODUCTS
32095,"LBC HOUSTON, L.P.",HL,32095,"LBC HOUSTON, L.P."
32096,WYNNEWOOD REFINERY COMPANY,HL,32099,Energy Transfer
32096,WYNNEWOOD REFINERY COMPANY,HL,18718,Energy Transfer
32097,IOCHEM CORPORATION,GT,32097,IOCHEM CORPORATION
32099,ENERGY TRANSFER COMPANY,GT,32099,Energy Transfer
32099,ENERGY TRANSFER COMPANY,HL,32099,Energy Transfer
32099,ENERGY TRANSFER COMPANY,UNGS,32099,Energy Transfer
32103,CRIMSON PIPELINE L.P.,HL,32103,"CRIMSON GULF, LLC"
32105,"MIRANT BOWLINE, LLC",GT,32072,HUDSON VALLEY GAS CORPORATION
32106,CENTURY ALUMINUM,GT,14356,"ORBIT GAS TRANSMISSION, INC."
32106,CENTURY ALUMINUM,GT,32106,ALCAN PRIMARY METAL GROUP
32106,CENTURY ALUMINUM,UNGS,14356,"ORBIT GAS TRANSMISSION, INC."
32107,"ENLINK NGL PIPELINE, LP",HL,32107,"CROSSTEX NGL PIPELINE, L.P."
32109,"ONEOK NGL PIPELINE, LLC",GT,32109,OneOK
32109,"ONEOK NGL PIPELINE, LLC",HL,32109,OneOK
32110,"HERMISTON OPERATIONS COMPANY, LLC",GT,32110,"HERMISTON OPERATIONS COMPANY, LLC"
32113,"ENLINK NORTH TEXAS PIPELINE, LP",GT,32005,EnLink Midstream
32113,"ENLINK NORTH TEXAS PIPELINE, LP",GT,32113,"CROSSTEX NORTH TEXAS PIPELINE, L.P."
32114,COPANO NGL SERVICES LLC,HL,18092,Kinder Morgan
32114,COPANO NGL SERVICES LLC,HL,32114,"COPANO NGL SERVICES, L.P."
32116,DICK BROWN TECHNICAL SERVICES,GT,32116,DICK BROWN TECHNICAL SERVICES
32117,"ASCENSION PIPELINE COMPANY, LLC",HL,32005,EnLink Midstream
32117,"ASCENSION PIPELINE COMPANY, LLC",HL,32117,ENLINK MIDSTREAM
32118,"ENLINK NORTH TEXAS GATHERING, LP",GT,32005,EnLink Midstream
32118,"ENLINK NORTH TEXAS GATHERING, LP",GT,32118,"CROSSTEX NORTH TEXAS GATHERING, L.P."
32118,"ENLINK NORTH TEXAS GATHERING, LP",HL,32005,EnLink Midstream
32119,CITY OF VICTORVILLE,GD,32119,CITY OF VICTORVILLE
32120,NORTHVILLE INDUSTRIES CORP.,HL,32120,NORTHVILLE INDUSTRIES CORP.
32122,"SAR GAS, INC.",GD,32122,"SAR GAS, INC."
32123,PRINCE GEORGES COUNTY GOVERNMENT,GD,32123,PRINCE GEORGES COUNTY GOVERNMENT
32123,PRINCE GEORGES COUNTY GOVERNMENT,GT,32123,PRINCE GEORGES COUNTY GOVERNMENT
32124,"BARNETT GATHERING, LLC",GT,31178,XTO
32126,"AMERESCO PINE BLUFF, LLC",GT,32126,"AMERESCO PINE BLUFF, LLC"
32129,OKLAHOMA GAS PROCESSING,HL,32129,OKLAHOMA GAS PROCESSING
32130,GENON ENERGY - OSCEOLA,GT,32130,GENON ENERGY - OSCEOLA
32132,MISSION VALLEY PIPELINE,GT,39420,"FLORIDA SOUTHEAST CONNECTION, LLC"
32132,MISSION VALLEY PIPELINE,GT,32132,MISSION VALLEY PIPELINE
32133,CHAUTAUQUA UTILITIES INCORPORATED,GD,32133,CHAUTAUQUA UTILITIES INCORPORATED
32134,PATRIOTS ENERGY GROUP,GD,32134,PATRIOTS ENERGY GROUP
32134,PATRIOTS ENERGY GROUP,GT,32134,PATRIOTS ENERGY GROUP
32135,PHILLIPS 66 COMPANY - LOS ANGELES REFINERY,HL,32135,PHILLIPS 66 COMPANY - LOS ANGELES REFINERY
32136,"ENERGY DEVELOPMENTS HONEY BROOK, LLC",GD,39394,UTILITY SAFETY AND DESIGN INC
32136,"ENERGY DEVELOPMENTS HONEY BROOK, LLC",GD,32136,"GRANGER ENERGY  OF HONEY BROOK, LLC"
32139,"GRANGER ENERGY OF DECATUR, LLC",GD,32139,"GRANGER ENERGY OF DECATUR, LLC"
32140,PORT WESTWARD POWER PLANT,GT,32140,BEAVER PLANT- PORTLAND GENERAL ELECTRIC
32141,RESOLUTE NATURAL RESOURCES COMPANY,HL,32141,RESOLUTE NATURAL RESOURCES COMPANY
32142,CASCADE PIPELINE,HL,32142,CASCADE PIPELINE
32143,COYOTE SPRINGS PLANT - PORTLAND GENERAL ELECTRIC,GT,32143,COYOTE SPRINGS PLANT - PORTLAND GENERAL ELECTRIC
32144,COOS COUNTY PIPELINE,GT,32144,COOS COUNTY PIPELINE
32145,BASIN ELECTRIC POWER COOPERATIVE,GT,32145,BASIN ELECTRIC POWER COOPERATIVE
32147,MARATHON PIPE LINE LLC,GD,32147,MARATHON PIPE LINE LLC
32147,MARATHON PIPE LINE LLC,GT,32147,MARATHON PIPE LINE LLC
32147,MARATHON PIPE LINE LLC,HL,32147,MARATHON PIPE LINE LLC
32154,SPICER GAS,GD,32154,SPICER GAS
32160,"PEREGRINE PIPELINE, L.P.",GT,32160,"PEREGRINE PIPELINE, L.P."
32161,"BMC HOLDINGS, INC.",HL,32161,"BMC HOLDINGS, INC."
32162,OHM OPERATING,GD,32162,OHM OPERATING
32163,ROCKIES EXPRESS PIPELINE LLC,GT,1007,Tallgrass
32164,MARSHALL MUNICIPAL UTILITIES,GT,32164,MARSHALL MUNICIPAL UTILITIES
32165,POWELL VALLEY UTILITY DISTRICT INC.,GD,32165,POWELL VALLEY UTILITY DISTRICT INC.
32166,"SEMGAS, L.P.",GT,32166,"SEMGAS, L.P."
32167,QUICKSILVER RESOURCES INC,GT,32167,QUICKSILVER RESOURCES INC
32170,AERO ENERGY,GD,32170,AERO ENERGY
32171,EMPIRE PIPELINE CORPORATION,GT,32171,EMPIRE PIPELINE CORPORATION
32172,GERDAU MACSTEEL,GT,32172,GERDAU MACSTEEL
32173,BRIGHT ENERGY,GD,32173,BRIGHT ENERGY
32173,BRIGHT ENERGY,GD,32173,BRIGHT ENERGY
32174,MCCAIN PIPELINE COMPANY,HL,32174,MCCAIN PIPELINE COMPANY
32175,"SOUTHERN DOME, LLC",GT,2564,Kinder Morgan
32175,"SOUTHERN DOME, LLC",GT,32175,"SOUTHERN DOME, LLC"
32176,CARDINAL FG,GT,32176,CARDINAL FG
32177,CHIEF ETHANOL FUELS INC.,GT,32177,"CORNHUSKER ENERGY LEXINGTON, L.L.C."
32178,CALIFORNIA RESOURCES CENTRAL VALLEY,GT,31228,California Resources Elk Hills
32178,CALIFORNIA RESOURCES CENTRAL VALLEY,GT,32178,VINTAGE PRODUCTION CALIFORNIA LLC
32178,CALIFORNIA RESOURCES CENTRAL VALLEY,HL,32178,VINTAGE PRODUCTION CALIFORNIA LLC
32179,EXXONMOBIL BILLINGS REFINERY,HL,32179,EXXONMOBIL BILLINGS REFINERY
32180,SEBASTOPOL NATURAL GAS DISTRICT,GD,32180,SEBASTOPOL NATURAL GAS DISTRICT
32182,"FLORIDA ROCK INDUSTRIES, INC.",GD,32182,"FLORIDA ROCK INDUSTRIES, INC."
32183,"MOAB PIPELINE, LLC",GT,32183,"MOAB PIPELINE, LLC"
32189,"HUGHES GAS SYSTEM, LLC",GD,32189,"HUGHES GAS SYSTEM, LLC"
32190,CARDINAL FG-GREENLAND PLANT,GD,32190,"AGC FLAT GLASS NORTH AMERICA, INC., GREENLAND PLANT"
32190,CARDINAL FG-GREENLAND PLANT,GT,32190,"AGC FLAT GLASS NORTH AMERICA, INC., GREENLAND PLANT"
32192,"GRANGER ENERGY OF LAKE COUNTY, LLC",GD,32192,"GRANGER ENERGY OF LAKE COUNTY, LLC"
32193,"GRANGER ENERGY, LLC",GD,32193,"GRANGER ENERGY, LLC"
32194,"TAWNEY GAS SERVICES, INC.",GD,32194,"TAWNEY GAS SERVICES, INC."
32195,"SIGNAL HILL PETROLEUM, INC.",HL,32195,"SIGNAL HILL PETROLEUM, INC."
32196,OAKLAND YALOBUSHA NATURAL GAS DISTRICT,GD,32196,OAKLAND YALOBUSHA NATURAL GAS DISTRICT
32197,"AKA ENERGY GROUP, LLC",GT,32197,"AKA ENERGY GROUP, LLC"
32198,MINNESOTA ENERGY RESOURCES CORPORATION,GD,32198,MINNESOTA ENERGY RESOURCES CORPORATION
32198,MINNESOTA ENERGY RESOURCES CORPORATION,GT,32198,MINNESOTA ENERGY RESOURCES CORPORATION
32201,"NEA CROSS OF NY, INC.",GD,32201,"NEA CROSS OF NY, INC."
32206,"FREEPORT LNG DEVELOPMENT, L.P.",GT,32206,"FREEPORT LNG DEVELOPMENT, L.P."
32206,"FREEPORT LNG DEVELOPMENT, L.P.",UNGS,32206,"FREEPORT LNG DEVELOPMENT, L.P."
32207,"ARCHROCK, INC.",GT,30711,HILCORP ENERGY COMPANY
32210,KENDAL POWER COMPANY LLC,GT,32210,"DYNEGY KENDALL ENERGY, LLC"
32212,VALERO REFINING COMPANY-OKLAHOMA,GT,4430,Valero
32212,VALERO REFINING COMPANY-OKLAHOMA,GT,32212,VALERO REFINING COMPANY - OKLAHOMA
32212,VALERO REFINING COMPANY-OKLAHOMA,HL,32212,VALERO REFINING COMPANY - OKLAHOMA
32213,"DIAMOND SHAMROCK REFINING COMPANY, L.P.",GT,4430,Valero
32213,"DIAMOND SHAMROCK REFINING COMPANY, L.P.",HL,4430,Valero
32213,"DIAMOND SHAMROCK REFINING COMPANY, L.P.",HL,32213,DIAMOND SHAMROCK REFINING CO. LP
32215,NOVA CHEMICALS CORPORATION,HL,32215,NOVA CHEMICALS (CANADA) LTD.
32217,ELWOOD ENERGY LLC,GT,32217,ELWOOD ENERGY LLC
32220,GOLDEN PASS LNG TERMINAL LLC,GT,32220,GOLDEN PASS LNG TERMINAL LLC
32222,"TYSON FOODS, INC.",GT,32222,"TYSON FOODS, INC."
32223,VALERO REFINING COMPANY-CALIFORNIA,HL,4430,Valero
32223,VALERO REFINING COMPANY-CALIFORNIA,HL,32223,VALERO REFINING COMPANY - CALIFORNIA
32224,BETA OFFSHORE,HL,32224,BETA OFFSHORE
32226,TECPETROL CORPORATION,GT,32226,"ERSKINE OPERATING, LLC"
32227,"THE NATURAL GAS COMPANY, LLC",GD,32227,"THE NATURAL GAS COMPANY, LLC"
32231,"MONUMENT PIPELINE, LP",GT,32231,"MONUMENT PIPELINE, LP"
32231,"MONUMENT PIPELINE, LP",GT,39420,"FLORIDA SOUTHEAST CONNECTION, LLC"
32231,"MONUMENT PIPELINE, LP",GT,32231,"MONUMENT PIPELINE, LP"
32232,"WTG GAS PROCESSING, L.P.",GT,32232,WTG Hugoton
32232,"WTG GAS PROCESSING, L.P.",HL,32232,WTG Hugoton
32233,"BESCO OPERATING, L.P.",GT,32233,BOPCO
32233,"BESCO OPERATING, L.P.",HL,32233,BOPCO
32234,"EAGLE ROCK OPERATING, L.P.",GT,32234,Eagle Rock
32234,"EAGLE ROCK OPERATING, L.P.",HL,32234,Eagle Rock
32235,RATON NATURAL GAS COMPANY,GD,32235,Raton
32235,RATON NATURAL GAS COMPANY,GD,32235,Raton
32236,"EAGLE ROCK FIELD SERVICES, L.P.",GT,32234,Eagle Rock
32238,"LAMB WESTON, INC.",GT,32238,"CONAGRA FOODS LAMB WESTON, INC"
32239,"TUCKER ENERGY SOLUTIONS, LLC",GT,32239,"EMS USA, INC."
32241,BLUEFLAME GAS COMPANY,GD,32241,BLUEFLAME GAS COMPANY
32243,"LA STORAGE, LLC",GT,32345,Sempra
32248,"FRONTIER FIELD SERVICES, LLC",GT,32248,"FRONTIER FIELD SERVICES, LLC"
32248,"FRONTIER FIELD SERVICES, LLC",HL,32248,"FRONTIER FIELD SERVICES, LLC"
32249,"BLUEWATER GAS STORAGE, LLC",GT,32249,WE ENERGIES
32249,"BLUEWATER GAS STORAGE, LLC",UNGS,32249,WE ENERGIES
32251,"RIBOST TERMINAL LLC, DBA WORLD OIL TERMINALS",HL,32251,"RIBOST TERMINAL, LLC"
32253,"TESORO REFINING & MARKETING COMPANY, LLC",GT,32147,MARATHON PIPE LINE LLC
32253,"TESORO REFINING & MARKETING COMPANY, LLC",GT,38933,TESORO LOGISTICS OPERATIONS LLC - SOUTHERN CALIFORNIA
32253,"TESORO REFINING & MARKETING COMPANY, LLC",GT,32253,TESORO REFINING & MARKETING COMPANY LLC - LOS ANGELES REFINERY
32253,"TESORO REFINING & MARKETING COMPANY, LLC",HL,30735,Tesoro
32256,SOUTHERN UNION INTRASTATE GAS PIPELINE,GT,32256,SOUTHERN UNION INTRASTATE GAS PIPELINE
32256,SOUTHERN UNION INTRASTATE GAS PIPELINE,GT,32099,Energy Transfer
32257,MERIDIAN BRICK,GT,32257,"BORAL BRICKS, INC."
32258,PEMBINA COCHIN LLC,HL,39731,VANTAGE PIPELINE US LP
32258,PEMBINA COCHIN LLC,HL,18092,Kinder Morgan
32259,OWENS-ILLINOIS,GT,32259,OWENS-ILLINOIS
32260,"HEARTLAND GAS PIPELINE, LLC",GT,32260,"HEARTLAND GAS PIPELINE, LLC"
32261,"APC , INC",GT,32261,"APC , INC"
32262,PINE PRAIRIE ENERGY CENTER LLC,GT,38950,"CADEVILLE GAS STORAGE, LLC"
32262,PINE PRAIRIE ENERGY CENTER LLC,GT,32262,Plains
32262,PINE PRAIRIE ENERGY CENTER LLC,UNGS,38950,"CADEVILLE GAS STORAGE, LLC"
32262,PINE PRAIRIE ENERGY CENTER LLC,UNGS,300,Plains
32264,"CHENIERE CREOLE TRAIL PIPELINE, L.P.",GT,32264,"CHENIERE CREOLE TRAIL PIPELINE, L.P."
32265,"DOGWOOD ENERGY, LLC",GT,32265,"DOGWOOD ENERGY, LLC"
32268,STEPHENS PRODUCTION COMPANY,GT,32268,STEPHENS PRODUCTION COMPANY
32272,SAN ANTONIO PIPELINE CORPORATION,HL,32272,SAN ANTONIO PIPELINE CORPORATION
32273,"LIG GAS COMPANY, LLC",GT,32514,"LT GATHERING, LLC"
32277,OQ CHEMICALS,HL,32277,OXEA CORPORATION
32279,"VINTON PIPELINE, LLC",GT,32279,"VINTON PIPELINE, LLC"
32280,LINCOLN GENERATING FACILITY LLC,GT,32280,LINCOLN GENERATING FACILITY LLC
32282,JO-CARROLL ENERGY,GD,32282,JO-CARROLL ENERGY
32282,JO-CARROLL ENERGY,GT,32282,JO-CARROLL ENERGY
32283,"FRONT RANGE PIPELINE, LLC.",HL,9175,CHS Inc
32283,"FRONT RANGE PIPELINE, LLC.",HL,2170,CENEX Pipeline LLC
32284,PENNZOIL-QUAKER STATE D/B/A SOPUS PRODUCTS,HL,32284,PENNZOIL-QUAKER STATE D/B/A SOPUS PRODUCTS
32285,"WORSHAM-STEED GAS STORAGE, LLC",GT,19570,Williams Pipeline
32285,"WORSHAM-STEED GAS STORAGE, LLC",GT,30826,Williams Field
32285,"WORSHAM-STEED GAS STORAGE, LLC",GT,32285,Nortex Midstream
32285,"WORSHAM-STEED GAS STORAGE, LLC",HL,30826,Williams Field
32285,"WORSHAM-STEED GAS STORAGE, LLC",HL,32285,Nortex Midstream
32285,"WORSHAM-STEED GAS STORAGE, LLC",UNGS,30826,Williams Field
32285,"WORSHAM-STEED GAS STORAGE, LLC",UNGS,32285,Nortex Midstream
32286,PECAN PIPELINE COMPANY,GT,32286,PECAN PIPELINE COMPANY
32287,CITY OF GARDNER,GT,32287,CITY OF GARDNER
32288,"WHITE CLIFFS PIPELINE, LLC",HL,32099,Energy Transfer
32288,"WHITE CLIFFS PIPELINE, LLC",HL,31476,SemGroup
32290,POET BIOREFINING - JEWELL,GT,32290,POET BIOREFINING - JEWELL
32291,DIRECT PROPANE SERVICES,GD,32291,DIRECT PROPANE SERVICES
32292,RED CEDAR GATHERING COMPANY,GT,32292,RED CEDAR GATHERING COMPANY
32293,"COPANO FIELD SERVICES/NORTH TEXAS, LLC",GT,2564,Kinder Morgan
32293,"COPANO FIELD SERVICES/NORTH TEXAS, LLC",GT,32293,"COPANO FIELD SERVICES/NORTH TEXAS, LLC"
32293,"COPANO FIELD SERVICES/NORTH TEXAS, LLC",HL,18092,Kinder Morgan
32294,AG PROCESSING INC A COOPERATIVE,GT,32294,AG PROCESSING INC A COOPERATIVE
32296,TARGA RESOURCES OPERATING LLC,GT,32296,Targa
32296,TARGA RESOURCES OPERATING LLC,HL,32296,Targa
32297,"LUMEN MIDSTREAM PARTNERSHIP, LLC",GT,32297,"LUMEN MIDSTREAM PARTNERSHIP, LLC"
32297,"LUMEN MIDSTREAM PARTNERSHIP, LLC",HL,32297,"LUMEN MIDSTREAM PARTNERSHIP, LLC"
32298,"ESG PIPELINE (JC), LLC",GD,32298,"ESG PIPELINE (JC), LLC"
32298,"ESG PIPELINE (JC), LLC",GT,32298,"ESG PIPELINE (JC), LLC"
32299,GULF CROSSING PIPELINE COMPANY LLC,GT,19270,Boardwalk
32299,GULF CROSSING PIPELINE COMPANY LLC,GT,31728,Boardwalk
32300,"LITTLE SIOUX CORN PROCESSORS, LLLP",GT,32300,"LITTLE SIOUX CORN PROCESSORS, LLLP"
32301,PIONEER AMERICAS LLC DOING BUSINESS AS OLIN CHLOR ALKALI PRODUCTS,GT,32301,PIONEER AMERICAS LLC DOING BUSINESS AS OLIN CHLOR ALKALI PRODUCTS
32304,CITY OF REDDING,GT,32304,CITY OF REDDING
32305,GLOBAL ETHANOL,GD,32305,GLOBAL ETHANOL
32305,GLOBAL ETHANOL,GT,32305,GLOBAL ETHANOL
32306,AEP GENERATION RESOURCES-DARBY GENERATING STATION,GT,32306,OHIO POWER COMPANY
32307,VOLUNTEER ENERGY COOPERATIVE,GD,32307,VOLUNTEER ENERGY COOPERATIVE
32308,NORTHERN CALIFORNIA POWER AGENCY,GT,32308,NORTHERN CALIFORNIA POWER AGENCY
32310,"WARRIOR MET COAL GAS,LLC",GT,32310,WALTER BLACK WARRIOR BASIN LLC
32311,"WATERLOO GAS TRANSPORT, LLC",GT,32311,"WATERLOO GAS TRANSPORT, LLC"
32312,"REPSOL OIL & GAS USA, LLC",GT,32312,TALISMAN ENERGY USA INC
32312,"REPSOL OIL & GAS USA, LLC",HL,32312,TALISMAN ENERGY USA INC
32313,ABACO ENERGY SERVICES LLC,GD,32313,ABACO ENERGY SERVICES LLC
32314,"WTG-HUGOTON, LP",GT,22435,West Texas Gas
32315,"GREATER MINNESOTA TRANSMISSION, LLC",GD,32315,"GREATER MINNESOTA TRANSMISSION, LLC"
32315,"GREATER MINNESOTA TRANSMISSION, LLC",GT,32315,"GREATER MINNESOTA TRANSMISSION, LLC"
32317,ACME BRICK,GT,31442,Douglas
