REPORT_NUMBER,NAME,OPERATOR_ID,IYEAR,MDY,MoYr,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,cleanLoc,STATE,ON_OFF_SHORE,SYS,MSYS,SIGNIFICANT,SERIOUS,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE,INTENTIONAL_RELEASE,TOTAL_RELEASE,UNITS,FATALITY_IND,FATAL,INJURY_IND,INJURE,EXPLODE_IND,IGNITE_IND,NUM_PUB_EVACUATED,TOTAL_COST_CURRENT,INSTALLATION_YEAR,SYSTEM_PART_INVOLVED,PIPE_DIAMETER,CAUSE,CAUSE_DETAILS,NARRATIVE,mileage,pri.id,pri.name
20170033,ATMOS ENERGY CORPORATION - MID-TEX,31348,2017,2017-03-10,2017-03-01,2017-03-10T14:39:00Z,32.78189,-96.79212,"Dallas, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,105,0,105,mscf,NO,0,NO,0,NO,YES,25,841743.3896171693,2017,MAIN,6,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"AT 2:39 PM ON MARCH 10, 2017, ATMOS ENERGY WAS NOTIFIED BY DALLAS FIRE & RESCUE (DFR) OF AN EVENT IN THE 2100 BLOCK OF MAIN ST. IN DALLAS.  ATMOS ENERGY'S FIRST RESPONDERS ARRIVED ON-SITE AT 3:20 PM DISCOVERING A THIRD PARTY DAMAGE AND GAS IGNITION HAD OCCURRED ON A 6"" POLY MAIN STRUCK BY A TRUCK-MOUNTED AUGER NORTHWEST OF THE INTERSECTION OF MAIN STREET AND CESAR CHAVEZ BOULEVARD.  ATMOS ENERGY PERSONNEL  ELIMINATED GAS FLOW TO THE DAMAGED SECTION OF PIPE - ISOLATION POINTS WERE IDENTIFIED AND LOCATED, AND THE VALVES WERE CLOSED AT 4:09 PM.  ALL OF THE ROADS EXCEPT THE 2100 BLOCK OF MAIN STREET WERE REOPENED.  AS A RESULT OF THE MAIN ISOLATION, TWO COMMERCIAL SERVICES WERE TEMPORARILY INTERRUPTED.  GAS FLOW WAS REINSTATED AT 12:20 AM (MARCH11TH) ALLOWING THE INTERRUPTED SERVICES TO BE RESTORED.  APPROXIMATELY 29 YARDS OF MAIN WAS DEACTIVATED AS A RESULT OF THE INCIDENT.  THE 2100 BLOCK OF MAIN STREET WAS REOPENED UPON COMPLETION OF THE DEACTIVATION.    FIRST RESPONDERS WERE NOTIFIED BY DALLAS FIRE & RESCUE THAT APPROXIMATELY 25 PEOPLE WERE EVACUATED FROM THE ADDRESSES OF 2121 MAIN ST. AND 2108 MAIN ST.  AN AREA SURROUNDING THE LOCATION OF THE INCIDENT WAS CORDONED OFF, FROM US 75 TO PEARL STREET TO PACIFIC AVENUE TO JACKSON STREET.      THIS 6"" POLY MAIN HAD BEEN INSTALLED AND HAD BEEN PLACED IN SERVICE ON FEBRUARY 27, 2017.  THE CONTRACTORS ON ATMOS ENERGY'S PROJECT AND THE CITY OF DALLAS' PROJECT WERE WORKING SIMULTANEOUSLY IN THE SAME AREA IN THE MONTHS LEADING UP TO THE INCIDENT.  ATMOS ENERGY FOLLOWED IT APPROVED PROCEDURES, IN COMPLIANCE WITH PART 192.603(B), TO RECORD THIS NEW ASSET IN THE GIS ELECTRONIC MAPPING SYSTEM USED BY ITS LOCATORS.  DUE TO THE TIME IT TAKES TO COMPLETE THIS PROCESS, THIS ASSET WAS NOT REFLECTED IN THE ELECTRONIC MAPPING AT THE TIME THE LOCATE TICKET WAS COMPLETED IN THIS AREA ON MARCH 3, 2017.  AS A RESULT, THE NEW ASSET WAS NOT MARKED WITH THE LOCATE TICKET.  HOWEVER, THERE WERE EXISTING VISUAL INDICATORS IN PLACE, INCLUDING A FRESH DITCH LINE COVERED WITH NEW ASPHALT IN-LINE WITH THE POINT OF DAMAGE; VISIBLE AND YELLOW PAINTED GAS VALVE BOXES ON MAIN STREET 15 YARDS FROM THE POINT OF DAMAGE; AND A LARGE CAPACITY METER IN THE ALLEY FOR 2121 MAIN STREET.  BECAUSE THE THIRD-PARTY CONTRACTOR HAD AN OBLIGATION PER 18 TAC 18.4 TO MAKE A VISUAL CHECK FOR ANY UNMARKED UNDERGROUND PIPELINES, INCLUDING BUT NOT LIMITED TO ABOVE-GROUND PIPELINE VALVES, METER SETS, AND OTHER VISUAL MARKINGS, THE PRIMARY CAUSE THAT LED TO THE INCIDENT WAS DETERMINED TO BE INSUFFICIENT EXCAVATION PRACTICES.    A PROJECT TO REPLACE THE DEACTIVATED MAIN WAS COMPLETED ON AUGUST 16, 2017.",54103.7542,4473,Atmos
20170036,ATMOS ENERGY CORPORATION - MID-TEX,31348,2017,2017-03-24,2017-03-01,2017-03-24T11:30:00Z,32.75828,-97.32871,"Fort Worth, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,5408,0,5408,mscf,NO,0,NO,0,NO,YES,300,199937.50591647328,2003,MAIN,12,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"ATMOS ENERGY RECEIVED PRIOR NOTIFICATION OF THE EXCAVATION ACTIVITY AND MARKED THE LOCATION OF THE LINE.  ON MARCH 24, 2017 AT APPROXIMATELY 11:30, THE THIRD PARTY CONTRACTOR FAILED TO EXPOSE THE ACTIVE PIPE PRIOR TO BORING AND BORED INTO AN ELECTRIC CONDUIT THEN INTO A 12"" GAS LINE/MAIN.  GAS THEN MIGRATED INTO THE ELECTRIC CONDUIT, TRAVELING UP A POLE AND IGNITING.  A REPRESENTATIVE FROM THE CITY OF FORT WORTH WAS AT THE LOCATION WHEN THE INCIDENT OCCURRED AND IMMEDIATELY NOTIFIED ATMOS ENERGY.  THE LINE WAS SHUTDOWN AT 22:13 ON MARCH 24, 2017 SO REPAIRS COULD COMMENCE.  APPROXIMATELY 300 PEOPLE WERE EVACUATED FROM NEARBY HOUSING.  REPAIRS WERE COMPLETED AND THE PIPELINE RESTARTED AT 19:15 ON MARCH 25, 2017.    THE NATIONAL RESPONSE CENTER REPORT NUMBER INDICATED ON THE ORIGINAL INCIDENT REPORT, 1174102, WAS INCORRECT.  THE REPORT NUMBER HAS BEEN CHANGED ON THIS SUPPLEMENTAL REPORT TO THE CORRECT NUMBER, 1174002.",54103.7542,4473,Atmos
20170092,ATMOS ENERGY CORPORATION - MID-TEX,31348,2017,2017-09-20,2017-09-01,2017-09-20T21:02:00Z,32.7914,-96.8285,"Dallas, TX",TX,ONSHORE,GD,Gas,YES,YES,NA,1,0,1,mscf,NO,0,YES,1,NO,YES,0,187.44822795823669,2017,MAIN,16,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,"ADDITIONAL NRC REPORT NUMBER 1191273    ON SEPTEMBER 20, 2017, GAS IGNITION OCCURRED WHILE PERFORMING A TIE-IN WELD ON A 16"" MAIN AT 1847 LEVEE ST. AND TURTLE CREEK IN DALLAS, TEXAS.  THERE WAS A MALFUNCTION WITH THE CONFIGURATION OF THE GAS MOVER SYSTEM AND THE STOPPLE VALVES, WHICH REINTRODUCED A SMALL AMOUNT OF GAS INTO THE PIPE NEAR WHERE THE WELDING OPERATIONS WERE OCCURRING.   THE AIR COMPRESSOR WAS IDENTIFIED TO BE THE SOURCE OF THE MALFUNCTION.  THE HOSES WERE THEN DISCONNECTED AND RECONNECTED TO A SECONDARY COMPRESSOR.  WHEN WELDING COMMENCED ON THE 16"" TIE-IN, THE FLASH/IGNITION OCCURRED WITHIN THE MAIN.   TWO EMPLOYEES OF DRIVER PIPELINE WERE INJURED AND TRANSPORTED BY AMBULANCE TO PARKLAND HOSPITAL.  ONE WELDER WAS RELEASED FROM THE EMERGENCY ROOM NOT REQUIRING HOSPITALIZATION, AND THE OTHER WELDER WAS HOSPITALIZED AND RELEASED ON THE AFTERNOON OF SEPTEMBER 23, 2017 WITH MINOR INJURIES.",54103.7542,4473,Atmos
20170098,ATMOS ENERGY CORPORATION - MID-TEX,31348,2017,2017-10-03,2017-10-01,2017-10-03T15:27:00Z,32.76861,-96.81201,"Dallas, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,1828,0,1828,mscf,NO,0,NO,0,NO,NO,0,271149.21668793506,1953,MAIN,16,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"ADDITIONAL NRC REPORT NUMBER 1192503    ON THE AFTERNOON OF OCTOBER 3, 2017, ATMOS ENERGY WAS NOTIFIED OF AN EVENT IN THE AREA OF 601 S. RIVERFRONT BLVD. IN DALLAS.  A THIRD PARTY CONTRACTOR PERFORMING GRADING WORK ALONG A LEVEE DAMAGED A 16-INCH STEEL DISTRIBUTION MAIN OWNED BY ATMOS ENERGY.  ATMOS ENERGY PERFORMED EMERGENCY ACTIONS NEEDED TO ELIMINATE GAS FLOW BY ISOLATING THE DAMAGED SECTION OF PIPE.  BY UTILIZING ENGINEERING CONTROLS, THE FLOW OF GAS WAS ELIMINATED AT 11:54 PM ON OCTOBER 4, 2017.  THE DAMAGED SECTION OF 16-INCH MAIN WAS REPLACED AND GAS FLOW REINSTATED ON THE EVENING OF OCTOBER 6, 2017.  THE REPORT OF THIS INCIDENT WAS ORIGINALLY MADE DUE TO THE EXPECTATION THAT THE GAS LOSS WOULD EXCEED THE REPORTING CRITERIA.  UPON FURTHER INVESTIGATION, IT WAS DETERMINED THAT ONLY THE REPAIR COST WOULD QUALIFY THIS AS A REPORTABLE INCIDENT.  THE FINAL GAS LOSS CALCULATION DID NOT EXCEED THE REPORTING CRITERIA.    THE ONE-CALL TICKET NUMBER IS 1776364804.  THE INVESTIGATION INDICATES THAT THE CONTRACTOR WAS WORKING OUTSIDE THE SCOPE OF THE TICKET.    THE LOCAL TIME AND DATE OF THE INCIDENT (PART A, ITEM 4.) AS ORIGINALLY SUBMITTED WAS THE TIME THAT ATMOS ENERGY DETERMINED THAT THE INCIDENT REPORTING CRITERIA HAD BEEN MET, AS PER THE PHMSA INSTRUCTIONS FOR FORM 7100.1.  AT PHMSA'S REQUEST, WE HAVE CHANGED PART A, ITEM 4. TO REFLECT THE TIME THAT THE LINE WAS DAMAGED.",54103.7542,4473,Atmos
20180017,ATMOS ENERGY CORPORATION - MID-TEX,31348,2018,2018-01-01,2018-01-01,2018-01-01T04:57:00Z,32.8511,-96.9504,"Irving, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,465,0,465,mscf,NO,0,NO,0,YES,YES,5,330061.2280485541,1972,MAIN,6,"PIPE, WELD, OR JOINT FAILURE",MECHANICAL JOINT FAILURE,"ADDITIONAL NRC REPORT NO. 1200977    AT 7:55 PM ON 12-31-2017, ATMOS ENERGY RECEIVED A CALL FROM THE IRVING FIRE DEPARTMENT REPORTING THE SMELL OF NATURAL GAS ALONG O'CONNOR ROAD IN IRVING, TEXAS.  A SERVICE TECHNICIAN WAS DISPATCHED AT 8:23 PM TO INVESTIGATE, AND PROCEEDED TO LOCATE AN UNDERGROUND GAS LEAK NEAR THE INTERSECTION OF COLGATE LANE AND O'CONNOR ROAD AT APPROXIMATELY 9:20 PM.  A CONSTRUCTION CREW ARRIVED ONSITE AT APPROXIMATELY 10:00 PM.  AFTER COMPLETING LINE LOCATES, THE CONSTRUCTION CREW BEGAN EXCAVATING ALONG A 6"" POLY MAIN IN O'CONNOR ROAD TO PINPOINT AND REPAIR THE LEAK.  THE CREW REQUESTED ASSISTANCE FROM THE IRVING FIRE DEPARTMENT, WHICH ARRIVED ONSITE AT APPROXIMATELY 3:15 AM ON 1-1-2018.  THE CONSTRUCTION CREW CONTINUED WORKING TO ISOLATE AND REPAIR THE LEAK UNTIL APPROXIMATELY 5:00 AM WHEN THE RESIDENCE AT 3567 COLGATE LANE IGNITED.  ALL OCCUPANTS WERE EVACUATED FROM THE RESIDENCE WITHOUT INJURY.  ONCE THE FIRE WAS EXTINGUISHED, THE CONSTRUCTION CREW RESUMED WORK AND ELIMINATED THE LEAK AT APPROXIMATELY 6:30 AM BY ""SQUEEZING OFF"" APPROXIMATELY 80' OF THE POLY MAIN.  WITH THE EXCEPTION OF THE RESIDENCE WHERE THE FIRE OCCURRED, GAS SERVICE IN THE AREA WAS NOT DISRUPTED.  AT 7:06 AM, AN ATMOS ENERGY REPRESENTATIVE DETERMINED THAT THE CRITERIA FOR A REPORTABLE INCIDENT MAY HAVE BEEN REACHED AND A TELEPHONIC REPORT WAS MADE TO PHMSA (NRC 1200886) AT 7:25 AM AND THE TEXAS RAILROAD COMMISSION (TRRC 1693) AT 7:35 AM.  AT APPROXIMATELY 11:25 AM THE LOCATION OF THE LEAK WAS EXPOSED AND IT WAS DETERMINED THAT THE 6"" POLY MAIN HAD SEPARATED FROM ONE END OF A MECHANICAL, BOLTED FITTING THAT WAS USED TO JOIN THE MAIN.  THE CREW COMPLETED REPAIRS BY FUSING A 5' SECTION OF 6"" POLY TO REPLACE THE MECHANICAL BOLTED COUPLING AND PLACED THE 80' SECTION OF THE 6"" POLY MAIN BACK IN SERVICE AT 4:00 PM.",54551.9668,4473,Atmos
20180025,ATMOS ENERGY CORPORATION - WEST TEXAS,4473,2018,2018-01-20,2018-01-01,2018-01-20T02:30:00Z,35.236628,-101.724335,"Amarillo, TX",TX,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,1059,0,1059,mscf,NO,0,NO,0,NO,NO,0,16265.773375546049,UNKNOWN,DISTRICT REGULATOR/METERING STATION,NA,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION","ABOVE GROUND NATURAL GAS FACILITY WAS STRUCK BY A VEHICLE AFTER LEAVING THE ROADWAY AT AN INTERSECTION. SPEED AND ALCOHOL WERE FACTORS IN THE INCIDENT. THE ABOVE GROUND STATION WAS STRUCK AND A 2"" BLOW DOWN VALVE WAS BROKEN. THE SETTING WAS VALVED OFF AND GAS FLOW BY-PASSED TO MAINTAIN PRESSURE ON THE SYSTEM DOWNSTREAM. THE SETTING IS REPAIRED AND THE BROKEN SECTION HAS BEEN TAKEN OUT OF SERVICE.     THIS FACILITY IS LOCATED AT A T-INTERSECTION IN A RURAL AREA EAST OF AMARILLO. FLOOD LIGHTING TO HELP DRIVERS IDENTIFY THE STATION IS BEING ADDED TO THE LOCATION. THE COUNTY HAS BEEN ASKED TO ADD ROAD SIGNS NOTING THE DEAD END OF THE STREET. THE BROKEN SECTION OF THE FACILITY HAS BEEN REMOVED AND GAS FLOW REDIRECT THROUGH ANOTHER PART OF THE STATION THAT IS NOT IN THE DIRECT PATH OF TRAFFIC IF THEY EXIT THE DEAD END INTERSECTION.     IT WAS ORIGINALLY THOUGHT THAT THE PERSON INJURED IN THE INCIDENT REQUIRED HOSPITALIZATION BUT IT WAS LATER DETERMINED THAT HE WAS TREATED AT THE HOSPITAL EMERGENCY ROOM AND RELEASED WHERE HE WAS ARRESTED ON CHARGES OF DUI.",12738.111,4473,Atmos
20180030,ATMOS ENERGY CORPORATION - MID-TEX,31348,2018,2018-01-30,2018-01-01,2018-01-30T11:40:00Z,32.74607,-97.09763,"Arlington, TX",TX,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,200,0,200,mscf,NO,0,NO,0,NO,YES,0,190471.18746191575,1996,MAIN,4,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"ADDITIONAL NRC REPORT NO. 1203367    ON JANUARY 30, 2018 AT APPROX. 11:40, A THIRD PARTY CONTRACTOR DRILLING A HOLE FOR THE INSTALLATION OF A LIGHT POLE HIT A 4"" POLY MAIN.  THE CONTRACTOR DID NOT CALL IN FOR LOCATES. THE OPERATOR ABANDONED THE RIG WHILE RUNNING, WHICH IGNITED THE GAS AND BURNED THE UNIT.  AT 14:30, THE MAIN WAS ISOLATED USING SQUEEZE TOOLS.  THE LINE IS A DUAL FEED, SO IT WAS NOT NECESSARY TO SHUT DOWN THE LINE, AND NO CUSTOMERS WERE INTERRUPTED.  THE MAIN WAS REPAIRED AT ON JANUARY 31, 2018, BY REPLACING 5 FEET OF 4"" MAIN.",54551.9668,4473,Atmos
20180034,ATMOS ENERGY CORPORATION - MID-TEX,31348,2018,2018-02-23,2018-02-01,2018-02-23T06:38:00Z,32.868106,-96.859732,"Dallas, TX",TX,ONSHORE,GD,Gas,YES,YES,NATURAL GAS,1.14,0.04,1.18,mscf,YES,1,NO,0,YES,YES,42,242174.069006033,1946,MAIN,2,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION ACTIVITY,"ON 2/23/2018, A NATURAL GAS EXPLOSION OCCURRED AT 3534 ESPANOLA DRIVE, DALLAS, TEXAS AT 6:38 A.M.  MULTIPLE 911 CALLS CAME INTO THE DALLAS FIRE-RESCUE DISPATCH CENTER REPORTING THE EXPLOSION.  FIVE FAMILY MEMBERS WERE IN THE HOUSE AT THE TIME OF THE ACCIDENT.  ONE RESIDENT'S INJURIES WERE FATAL. THE OTHER FOUR RESIDENTS SUSTAINED NON-LIFE-THREATENING INJURIES.    AT THE TIME OF THE EXPLOSION, ATMOS PERSONNEL WERE IN THE AREA WORKING TO REPAIR A NON-HAZARDOUS LEAK IN THE 3500 BLOCK OF ESPANOLA. AN ATMOS OPERATIONS SUPERVISOR HEARD THE EXPLOSION AND TOOK IMMEDIATE ACTION TO PROTECT LIVES AND MAKE THE AREA SAFE.  HE DIRECTED HIS CREW TO START EVACUATING A TWO-BLOCK AREA, NORTH AND SOUTH OF THE ACCIDENT HOUSE.  FIREFIGHTERS AND ATMOS CREWS WENT DOOR-TO-DOOR ADVISING RESIDENTS TO EVACUATE AND TO REFRAIN FROM STARTING CARS OR SWITCHING ON LIGHTS.  THE EVACUATION WAS COMPLETED IN 12-15 MINUTES WITH THE ASSISTANCE OF DALLAS FIRE-RESCUE.  THE ATMOS ONSITE OPERATIONS SUPERVISOR, WORKING WITH THE OPERATIONS MANAGER AND THE DIRECTOR OF OPERATIONS, COORDINATED THE SHUT-DOWN OF THE MAIN LINE IN THE ALLEY BEHIND 3534 ESPANOLA.     THE NATIONAL TRANSPORTATION SAFETY BOARD (NTSB) ARRIVED ONSITE ON 2/25/2018. ATMOS ENERGY, THE TEXAS RAILROAD COMMISSION (RRC), PIPELINE & HAZARDOUS MATERIALS SAFETY ADMINISTRATION (PHMSA), AND DALLAS FIRE - RESCUE ASSISTED WITH THE NTSB'S INVESTIGATION.       THE PROBABLE CAUSE OF THE EXPLOSION AT 3534 ESPANOLA DRIVE WAS THE IGNITION OF AN ACCUMULATION OF NATURAL GAS THAT LEAKED FROM THE GAS MAIN THAT WAS DAMAGED DURING A SEWER REPLACEMENT PROJECT 23 YEARS EARLIER.  POST-ACCIDENT EXCAVATION CONFIRMED THE 2"" MAIN WAS CRACKED IN THE AREA IT HAD BEEN GOUGED, BENT, AND DENTED BY MECHANIZED EQUIPMENT.  THE THIRD-PARTY DAMAGE WAS NEVER REPORTED TO ATMOS.",54551.9668,4473,Atmos
20180046,ATMOS ENERGY CORPORATION - LOUISIANA,11800,2018,2018-03-28,2018-03-01,2018-03-28T12:08:00Z,29.90064,-90.3881,"Boutte, LA",LA,ONSHORE,GD,Gas,YES,NO,NATURAL GAS,9.7,0,9.7,mscf,NO,0,NO,0,YES,YES,5,524090.72515854426,UNKNOWN,SERVICE,1,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY OPERATOR'S CONTRACTOR (SECOND PARTY),"ON MARCH 28, 2018 AN ATMOS ENERGY CONTRACTOR, WAS INSTALLING A NEW SERVICE LINE BY DIRECTIONAL BORE WHEN IT STRUCK AN EXISTING 1"" POLYETHYLENE (PE) PIPELINE SERVING A DOMINO'S PIZZA RESTAURANT LOCATED AT 13505 US HIGHWAY 90, BOUTTE, LA.  THE CONTRACTOR HAD BEEN UNABLE TO LOCATE THE EXISTING 1"" SERVICE LINE DUE TO A TRACER WIRE THAT WAS MISSING OR BROKEN.  THE DAMAGE OCCURRED AT 11:07 AM UNDERNEATH A PAVED PARKING LOT ADJACENT TO THE RESTAURANT.  ALL OCCUPANTS OF THE RESTAURANT WERE PROMPTLY EVACUATED.  AN ATMOS ENERGY CREW WAS WORKING TO SQUEEZE OFF THE DAMAGED PIPELINE WHEN A FLASH OCCURRED IN THE FRONT PORTION OF THE RESTAURANT AT APPROXIMATELY 12:08 PM.  THERE WERE NO INJURIES.  THE DAMAGED SERVICE LINE WAS ISOLATED AND GAS WAS SHUT OFF AT 12:18 PM.",14232.6372,4473,Atmos
20180049,ATMOS ENERGY CORPORATION - WEST TEXAS,4473,2018,2018-04-09,2018-04-01,2018-04-09T14:05:00Z,31.88333,-102.30167,"Odessa, TX",TX,ONSHORE,GD,Gas,NO,NO,NATURAL GAS,42,0,42,mscf,NO,0,NO,0,YES,YES,1,7462.118040359367,2005,SERVICE,0.75,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY OPERATOR'S CONTRACTOR (SECOND PARTY),"AT&T CONTRACTOR INSTALLING PHONE CABLE BY DIRECTIONAL BORE HIT A GAS SERVICE LINE UNDER A CONCRETE DRIVEWAY. THE GAS MAIN IN THE AREA WAS MARKED BUT THE SERVICE LINE THAT WAS DAMAGED WAS NOT MARKED BY THE ATMOS LOCATE CONTRACTOR. GAS MIGRATED INTO THE ADJACENT HOUSE AND AT APPROXIMATELY 14:40 CAUSED A SMALL EXPLOSION INSIDE THE HOUSE IN THE GARAGE AREA. ONE PERSON WAS IN THE HOUSE BUT WAS NOT INJURED. DAMAGE TO SOME SHEET ROCK WALLS AND CEILINGS OCCURRED.     HEATH CONSULTANTS, THE ATMOS ENERGY LOCATE CONTRACTOR COMPLETED AN INVESTIGATION OF THE INCIDENT AND FOUND THAT SOME SERVICE LINES IN THE AREA REQUESTED TO BE LOCATED WERE NOT MARKED. THEY FOUND THEIR TECHNICIAN DID NOT FOLLOW THEIR COMPANY PROCEDURES AND TERMINATED HIS EMPLOYMENT. THIS EMPLOYEE WAS NOT DRUG AND ALCOHOL TESTED AS THE COMPLETED WORK HAPPENED OVER A WEEK BEFORE THE INCIDENT.     HEATH HAS COMPLETED A SAFETY REVIEW WITH THEIR EMPLOYEES SERVING THE ATMOS WTX DIVISION WHICH INCLUDED A REVIEW OF THERE PROCEDURES. THEY ALSO COMMITTED TO ADDING THIS TO THEIR SAFETY MEETING TOPICS.     THE NRC NUMBER FOR THE 48 HOUR RESPONSE IS 1209053.     NOTE:  DATE OF MOST RECENT SURVEY WAS ON 12/01/2017, THIS DATE ENTRY CONVERTS TO 0012 ON THE PHMSA SITE, REPORTED TO TANYA DAVIS ON 6/21/2017.    PDF COPY OF ACTUAL REPAIR COST BY STAR INSURANCE CLAIM SERVICE WAS EMAILED ON   5-25-2018 TO THE FOLLOWING INDIVIDUALS:    BRIAN E. PIERZINA, P.E.    SR. ACCIDENT INVESTIGATOR  ACCIDENT INVESTIGATION DIVISION  US DOT/PHMSA    STEPHANIE WEIDMAN; TEXAS RAILROAD COMMISSION ACCIDENT COORDINATOR    SENT EMAIL ON 6-21-2017 PDF COPY OF UPDATED REPORT TO LARRY SNELSON AND TO RRC SAFETY ADDRESS SAFETY@RRC.TEXAS.GOV     UPDATED SUBPART G3 QUESTION 1.  DATE OF MOST RECENT LEAK SURVEY CONDUCTED ON   12-2-2017",12738.111,4473,Atmos
20180050,ATMOS ENERGY CORPORATION - MID-TEX,31348,2018,2018-04-07,2018-04-01,2018-04-07T13:00:00Z,32.8157,-97.17772,"Hurst, TX",TX,ONSHORE,GD,Gas,YES,YES,NATURAL GAS,47.9,0,47.9,mscf,NO,0,YES,2,YES,YES,3,256435.23553912333,UNKNOWN,OUTSIDE METER/REGULATOR SET,NA,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION","ADDITIONAL NRC REPORT NO. 1208878    ON SATURDAY, APRIL 7, 2018, AT APPROXIMATELY 1300 HOURS, A VEHICLE LEFT THE ROADWAY AND STRUCK THE HOUSE AT 433 MYRTLE DR. IN HURST, TX, DAMAGING THE METER SET LOCATED ON THE HOUSE WHICH CAUSED THE UNCONTROLLED ESCAPE OF NATURAL GAS.  AS THE METER WAS LOCATED DIRECTLY ON THE HOUSE AND THUS SIGNIFICANTLY AWAY FROM ANY ROADWAY, THIS WAS NOT ""VEHICULAR DAMAGE THAT MAY BE ANTICIPATED"" AS DESCRIBED IN SECTION 192.353.  THE HOUSE IGNITED, CAUSING EXTENSIVE DAMAGE.  AT 1318 HOURS, THE INITIAL CALL WAS MADE TO ATMOS ENERGY TO REPORT A GAS LEAK/FIRE.  AT 1334 HOURS AN ATMOS ENERGY TECHNICIAN WAS ENROUTE, AND ARRIVED ONSITE AT 1400 HOURS.  THE TECHNICIAN IMMEDIATELY BEGAN AN INVESTIGATION TO MAKE SURE THE AREA WAS SAFE AND THE RELEASE OF GAS WAS LOCALIZED TO THE DAMAGED PIPE.  THERE WERE THREE PEOPLE IN THE HOUSE WHEN THE GAS IGNITED AND ALL WERE TAKEN TO THE HOSPITAL. ONE PERSON WAS TREATED AND RELEASED AND THE OTHER TWO WERE ADMITTED AND TREATED FOR BURNS.  AT 1530 HOURS, AFTER EXPOSING THE PROPERTY STOP, THE CONSTRUCTION CREW WAS ABLE TO SHUT THE VALVE AND ELIMINATE THE SOURCE OF GAS, CAUSING THE FIRE TO SUBSIDE.",54551.9668,4473,Atmos
20180053,ATMOS ENERGY CORPORATION - MID-TEX,31348,2018,2018-04-15,2018-04-01,2018-04-15T17:30:00Z,32.73395668,-97.09631264,"Arlington, TX",TX,ONSHORE,GD,Gas,YES,YES,NATURAL GAS,46,0,46,mscf,NO,0,YES,1,NO,YES,0,192840.898400471,1981,MAIN,2,INCORRECT OPERATION,OTHER INCORRECT OPERATION,"48 HR. NRC REPORT NO. 1209590    AT 3:26 PM ON APRIL 15, 2018, ATMOS ENERGY RECEIVED A CALL FROM THE ARLINGTON FIRE DEPARTMENT REPORTING THAT A GAS MAIN HAD BEEN STRUCK AT THE INTERSECTION OF DITTO AND DUGAN IN ARLINGTON, TX.  AN ATMOS ENERGY SERVICE TECHNICIAN ARRIVED AT 4:02 PM AND DETERMINED THAT A GAS MAIN AND A WATER LINE HAD BEEN DAMAGED DURING A CITY PROJECT TO EXCAVATE THE WATER LINE.  THE EXCAVATED TRENCH WAS FILLING WITH WATER, AND THE GAS LINE WAS LEAKING UNDERNEATH THE WATER.  AN ATMOS ENERGY CONSTRUCTION CREW ARRIVED AT 4:20 PM TO REPAIR THE GAS LEAK AND, AFTER FIRST CONFIRMING NO GAS WAS PRESENT IN THE ATMOSPHERE, BEGAN PUMPING WATER FROM THE TRENCH USING GASOLINE-FIRED WATER PUMPS PROVIDED BY THE CITY. AFTER SOME TIME, AN ACCIDENTAL IGNITION OCCURRED. BECAUSE THIS ACTION LED TO THE CIRCUMSTANCE THAT MADE THIS A REPORTABLE INCIDENT, THE CAUSE OF THIS INCIDENT IS LISTED AS ""INCORRECT OPERATIONS.""  AT APPROXIMATELY 5:30 PM, THE GAS IGNITED OVER THE TRENCH DAMAGING A BACKHOE THAT WAS ADJACENT TO THE TRENCH. A FLASH OCCURRED INJURING A CITY EMPLOYEE AND TWO FIRE FIGHTERS. THE INJURY OF ONE OF THE FIRE FIGHTERS RESULTED IN HOSPITALIZATION; THEREFORE, ATMOS ENERGY REPORTED THIS AS AN INCIDENT.  ATMOS ENERGY CREWS ELIMINATED THE GAS LEAK AT 9:40 PM AND THE GAS MAIN WAS REPAIRED AND PLACED BACK INTO SERVICE ON APRIL 17, 2018 AT 5:00 PM.",54551.9668,4473,Atmos
