DATAFILE_AS_OF,SIGNIFICANT,SERIOUS,RPTID,DOR,OPID,NAME,INTER,IDATE,DTHH,ACSTATE,ACCOUNTY,ACCITY,OFFSHORE,COOR,IFED,SPLOC,TELRN,CSYS,ORGLK,ORGLO,ITMYR,CAUSE,CAUSO,MAP_CAUSE,MAP_SUBCAUSE,TFAT,EFAT,NFAT,TINJ,EINJ,NINJ,TOTAL_COST,TOTAL_COST_IN84,TOTAL_COST_CURRENT,COMM,CLASS,LOSS,RECOV,FIRE,EXP,NMDIA,THK,SMYS,JNT,GRND,DSPRS,ACPRS,PRTST,DUR,MXPRS,TSTMM,TSTYY,CORLC,FACTD,FACAT,CORR,CORRO,CAULK,CAULO,PREVT,ONECL,ONEOT,EXCAL,TMPMK,PNAME,PHONE,NARRATIVE
6/30/22,YES,NO,19950203,12/15/95,4805,EXPLORER PIPELINE CO,YES,11/17/95,1509,TX,HARRIS,PASADENA,NO, ,NO,"JEFFERSON AND BEARL STREET, PASADENA, TEXAS", ,PUMPING STATION,VALVE, ,1971,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,INCORRECT OPERATION,INCORRECT OPERATION,0,0,0,0,0,0,45000,32998.74791,73322.20367,JET FUEL,3,230,217,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,R.W. FLEMING,9184935112,"AT 1509 ON NOVEMBER 17, 1995 EXPLORER'S PASADENA STATION TERMINAL OPERATOR INITIATED A START-UP OF THE 28"" PIPELINE SYSTEM ORIGINATING JET FUEL FROM LOCAL TERMINAL TANKAGE TO EXPLORER'S HOUSTON PUMP STATION. DURING START UP, A PUMP UNIT SEAL FAILURE ALARM AND SUMP HIGH LEVEL ALARM SAFETY DEVICES CAUSED THEPUMP UNITS TO SHUT DOWN AT 1514. THE TERMINAL OPERATOR ON DUTY MADE A VISUALINSPECTION OF THE STATIONS GROUND AREA AND FOUND THE UNDERGROUND SUMP TANK HAD OVERFLOWED JET FUEL. THE TERMINAL OPERATOR INITIATED EXPLORER'S EMERGENCY RESPONSE CASCADE SYSTEM OF NOTIFICATION AND INSTALLED PLYWOOD BARRIERS AND SORBENT BOOMS IN THE STREET DITCHES ADJACENT TO THE STATION TO PREVENT FURTHER MIGRATION OF THE PRODUCT. MAINTENANCE CONTRACTORS, VACUUM TRUCKS, AND EMTECH ENVIRONMENTAL SERVICES CONTRACTOR WERE DISPATCHED TO THE SITE FOR CLEAN-UP.FEDERAL AND STATE AGENCIES WERE NOTIFIED AS REQUIRED. INITIAL CLEAN-UP WAS COMPLETED AND THE STATION RESTARTED BY 0258 ON NOVEMBER 18, 1995. IT WAS DETERMINED THAT THE SUMP TANK OVERFLOW OCCURRED AS A RESULT OF TWO UNDERGROUND 4"" STATION/PUMP DRAIN VALVES CONNECTED TO THE SUMP THAT HAD BEEN OPENED FOR A MAINTENANCE WORK THE PREVIOUS DAY AND NOT COMPLETELY RECLOSED, ALLOWING RAPID FLOWINTO THE SUMP DURING START-UP. WIRING MODIFICATIONS TO THE HIGH SUMP LEVEL SWITCH WERE MADE TO INITIATE CLOSURE OF ALL MANIFOLD VALVES TO IN ADDITION TO PUMP UNIT SHUTDOWN. THIS WILL PREVENT GRAVITY FLOW INTO THE SUMP FOLLOWING A HIGH SUMP LEVEL ALARM."
6/30/22,YES,NO,19950204,12/18/95,4906,EXXON PIPELINE CO,YES,11/20/95,1600,TX,LIBERTY,HULL,NO, ,NO,"LIBERTY COUNTY, BETWEEN SOUR LAKE AND HULL STATIONS, IN ISOLATED AREA. IN DAISETTA, TEXAS, TAKE RIGHT ON 834 TO HULL. AT RR TRACKS, TURN RIGHT, AND PARALLEL THE", ,LINE PIPE,PIPE, ,1917,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,150000,109995.8264,244407.3456,CRUDE OIL,1,40,39,NO,NO,8,0.32,25000,THREADED,,496,300,YES,8,620,9,85,EXTERNAL,Null,YES,GALVANIC, ,NO DATA, ,Null,NO DATA, ,Null,NO,G.G. PERSYN,7136565521,"THIRD PARTY ON HORSEBACK REPORTED LEAK; SYSTEM SHUT-IN AT TIME LEAK REPORTED. EPC PERSONNEL RESPONDED, DETERMINED LOCATION OF LEAK, PLACED BOOM TO PREVENT SPREAD OF CRUDE- CRUDE WAS CONFINED TO BAR DITCH AND SURROUNDING ROW. CLEANUP AND REPAIRS HAVE BEEN COMPLETED. NRC REPORTED NO.314885."
6/30/22,NO,NO,19950205,12/18/95,10313,KOCH PIPELINE INC,NO,11/13/95,1600,OK,PAYNE, ,NO, ,NO,SPILL CONTAINED ALL ON KOCH PROPERTY NE 1/4 SEC 15-17 N-5E PAYNE COUNTY, ,TANK FARM,PIPE, ,1992,CORROSION,"CORROSION, INTERNAL",CORROSION,INTERNAL,0,0,0,0,0,0,6572,4819.283806,10708.3005,CRUDE OIL,1,45,25,NO,NO,10,0.38,24000,WELDED,,40,30,NO,0,0,,,INTERNAL,Null,YES,GALVANIC, ,NO DATA, ,Null,NO DATA, ,Null,Null,SCOTT CLARK,9182256867,"THIS IS A RELIEF LINE, ONLY IN THE EVENT THAT A PRESSURE RELIEF VALVES OPENSWILL THERE BE FLOW, THEREFORE FLUID IS STATIC AND PRESSURE IS APPROX. 40 TANK HEAD PRESSURE."
6/30/22,YES,NO,19950206,12/15/95,19536,TOTAL PIPELINE CORP,YES,11/18/95,1130,OK,MURRAY,WYNNEWOOD,NO, ,NO,"TRACT OF LAND IN THE 1/2 OF THE NW 26-T2N-R1E MURRAY COUNTY, OKLAHOMA", ,TANK FARM,VALVE, ,1975,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,INCORRECT OPERATION,INCORRECT OPERATION,0,0,0,0,0,0,0,0,0,DIESEL FUEL,2,2242,1287,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,MICHAEL JOHN COOPER,4052291638,"ON SATURDAY, NOVEMBER 18, 1995, AT APPROXIMATELY 11:30 AM, STATION OPERATORDISCOVERED LOW SULFUR DIESEL FUEL IN THE DIKE AROUND TANK 101 AT WYNNEWOODSTATION. WYNNEWOOD STATION IS A PRODUCT TERMINAL LOCATED ON THE SOUTH SIDE OFWYNNEWOOD OK. IT IS USED TO STORE AND PUMP REFINED PRODUCTS INTO THE WILLIAMSPIPELINE SYSTEM. THE STATION HAS TWO 90,000 BARREL STORAGE TANKS EACH OF THETANK HAS AN EXTERNAL FLOATING ROOF AND IS 116' IN DIAMETER BY 48' HIGH. TANK101 (THE WEST TANK) HAD PREVIOUSLY BEEN TAKEN OUT OF SERVICE TO REPLACE THESUCTION NOZZLE WITH A DIFFERENT DESIGN. THE OLD SUCTION NOZZLE WAS CAUSINGMOISTURE FROM THE BOTTOM OF THE TANK TO BE ENTRAINED IN THE PRODUCT AS IT WASPUMPED FROM THE TANK. THE OLD SUCTION NOZZLE WAS RELACED WITH A DIFFUSER INORDER TO ELIMINATE THIS PROBLEM. WHILE THE TANK WAS OUT OF SERVICE, IT WASALSO CLEANED, A SECONDARY SEAL WAS INSTALLED ON THE FLOATING ROOF, AND THEROOF DRAIN WAS CHECKED FOR LEAKAGE (NONE FOUND).  ON NOV 15, OPERATORPERSONNEL WERE SENT TO THE STATION TO RE-INSTALL THE MANWAY PLATE AND TOINSTALL A FILTER DRUM. THE PLAN WAS TO TRANSFER DIESEL FUEL FROM TANK 102 (THEEAST TANK) TO TANK 101 AND THE FILTER WOULD REMOVE SUSPENDED PARTICLES FROMTHE DIESEL DURING THE TRANSFER.  ON THE MORNING OF NOV 17, OPERATOR PERSONNELWERE SENT TO THE SITE TO VACUUM THE SUMP TANK AND STARTED THE PRODUCT TRANSFERAROUND 9:30AM. OPERATOR PERSONNEL WERE TOLD TO STAY AT THE SITE TO CHECK FORLEAKS AND TO ENSURE THAT THE TRANSFER WAS PROGRESSING SMOOTHLY. STATIONOPERATOR WAS REQUESTED TO MAKE PERIODIC STATION CHECKS ON THE TRANSFER. THEPRIMARY EMPHASIS BEING ON THE TRANSFER PUMP, FILTER DRUM, AND HOSES FORLEAKAGE. A CHECK WAS MADE AT 3 PM ON NOV 17 AND FOUND THE PACKING ON THETRANSFER PUMP WAS LEAKING. HE TIGHTENED THE PACKING AND STOPPED THE LEAK.ADDITIONAL CHECKS WERE MADE BY THE STATION OPERATOR AT 9:00 THAT EVENING ANDAGAIN AT 3:30AM AND 11:30AM THE NEXT DAY. THE SPILL WAS DISCOVERED DURING THE11:30AM CHECK.  UPON DISCOVERY OF THE SPILL, THE STATION OPERATOR FOUND THESOURCE TO BE THE WATER DRAW VALVE ON THE SOUTHWEST SIDE OF TANK 101. THISVALVE WAS OPEN. HE IMMEDIATELY CLOSED THE VALVE AND SHUT OFF THE PRODUCTTRANSFER PUMP. THE TANK VALVES USED FOR THE TRANSFER WERE CLOSED AND THETANKS ISOLATED. THE DENVER PIPELINE CONTROL CENTER WAS THEN NOTIFIED AND ACALL WAS MADE TO EMERGENCY PERSONNEL FOR SPILL RESPONSE ASSISTANCE. THEDIVISION RESPONSE TEAM ARRIVED AT THE SITE AT 1:15 PM, 1:25 PM AND 1:45PMRESPECTIVELY. THE FIRST VACUUM TRUCK ARRIVED AROUND 1:30PM WITH THE SECONDONE ARRIVING AROUND 4:00PM. A TOTAL TRANSPORT ARRIVED ABOUT 3 PM. TOTAL'SVACUUM TRUCK ARRIVED ABOUT 6PM. A SITE ASSESSMENT WAS DONE UPON ARRIVAL TOENSURE SAFE WORKING CONDITIONS BEFORE CLEANUP EFFORTS WERE STARTED. THENNOTIFICATIONS WERE MADE TO THE PROPER AUTHORITIES. ALL FREE PRODUCT WAS THENPICKED UP WITH THE VACUUM TRUCKS."
6/30/22,NO,NO,19950207,12/19/95,11169,LAKEHEAD PIPE LINE CO INC,YES,11/17/95,1445,IL,WILL, ,NO, ,NO,"1.5 MILES NORTH OF ROUTE 7, 200 YARDS EAST OF PARKER ROAD", ,LINE PIPE,PIPE, ,1968,FAILED WELD, ,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED WELD,0,0,0,0,0,0,50000,36665.27546,81469.11519,CRUDE OIL,1,10,9,NO,NO,34,0.28,52000,WELDED,,619,110,YES,24,628,10,68,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,R.G. SANDALL,2187250102,"A LANDOWNER OBSERVED A PATCH OF CRUDE OIL ON THE GROUND AND TELEPHONEDLAKEHEAD. THE LINE WAS SHUTDOWN AND ONCE THE LEAK WAS CONFIRMED, THEEMERGENCY RESPO NSE CREW WAS MOBILIZED TO THE SITE. A BERM WAS BUILTDOWNSTREAM OF THE LINE F OR CONTAINMENT. EXCAVATION ENABLED THE CREW TO LOCATETHE LEAK. NON-DESTRUCTI VE TESTING WAS DONE ON THE JOINT OF PIPE. A PLIDCOSPLIT SLEEVE WAS WELDED ON THE PIPE FOR REPAIR. THE LINE WAS RESTORED FOROPERATION. SOIL SAMPLES HAVE BEEN SENT OUT FOR ANALYSIS TO DETERMINE THEPROPER METHOD OF DISPOSAL."
6/30/22,YES,NO,19950208,12/19/95,18273,SHELL PIPELINE CORP,YES,11/14/95,620,MS,HINDS, ,NO, ,NO,CAPLINE 40-INCH (MILE MARKER 168), ,LINE PIPE,PIPE, ,1968,OTHER,DEFORMATION OF PIPE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,90000,65997.49583,146644.4073,CRUDE OIL,1,4,0,NO,NO,40,0.31,52000,WELDED,,560,476,YES,24,732,0,68,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,J.M. KORPAL,7132410132,
6/30/22,YES,YES,19950209,12/19/95,18273,SHELL PIPELINE CORP,YES,12/1/95,1300,TX,UPTON,MCCAMEY,NO, ,NO,MCCAMEY TANK FARM, ,TANK FARM,PIPE, ,1936,OTHER,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,3,0,3,2,0,2,40000,29332.22037,65175.29215,NOT GIVEN,1,0,0,YES,YES,10,0,0,WELDED,,275,0,NO,0,0,,,NO DATA,Null,Null,NO DATA, ,OTHER,UNDER INVESTIGATION,Null,NO DATA, ,Null,Null,J.M. KORPAL,7132410132,"CONTRACTOR EMPLOYEES WERE IN THE PROCESS OF REPLACING A PAIR OF 10-INCH ANSI300# FLANGES WITH A PAIR OF 10-INCH ANSI 150# FLANGES IN ORDER TO REPLACEVALVE. C206. AN EXPLOSION AND FIRE OCCURRED DURING THIS WORK. THE CAUSE OFTHE INCIDENT IS UNDER INVESTIGATION. SUPPLEMENTAL REPORT 12/26/1995 INDICATESA CHANGE IN INJURIES FROM 3 TO 2, AND A CHANGE IN FATALITIES FROM 2 TO 3. THISSUPPLEMENTAL REPORT DID NOT INDICATE AN UPDATED COMMODITY SPILLED."
6/30/22,YES,NO,19950210,12/27/95,15156,SINCLAIR PIPELINE CO,NO,11/22/95,615,WY,NATRONA, ,NO, ,NO,"NATRONA COUNTY, SECTIN 34, TOWNSHIP 34 N,RANGE 80 W. NEAR THE INTERSECTION OF ROBERTSON AND ZERO RD. IN MILLS, WYOMING.", ,TANK FARM,PUMP, ,1978,OTHER,SEAL LEAK MOTOR FAILURE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,10000,7333.055092,16293.82304,CRUDE OIL,1,2,1,YES,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,DON K. NEUWERTH,3073283549,SINCLAIR'S PIPELINE CONTROL CENTER EXPERIENCED A SHUTDOWN OF ALL PUMPING EQUIPMENT AT 06:15 AND AT 06:31 RECEIVED A CALL FROM PLATTE PIPELINE STATING THAT THERE WAS A FIRE NEAR SINCLAIR'S CASPER TANKAGE. SINCLAIR OPERATIONS AND MAINTENANCE PERSONNEL ASSISTED THE NATRONA COUNTY FIRE DEPARTMENT BY SHUTING VALVES TO CONTROL THE ESCAPE OF CRUDE OIL AND AT 07:30 THE FIRE DEPARTMENT EXTINGUISHED THE FIRE. THE CONDITION OF  THE LOWER BEARING HOUSING OF THE PUMP MOTOR INDICATES THAT THE BEARING FAILED AND THE MOTOR CONTINUED TO ROTATE FOR ASIGNIFICANT LENGTH OF TIME. FROM THIS WE THEORIZE THAT THE BEARING FAILED CAUSING A SEAL LEAK AND THE ESCAPING CRUDE OIL WAS IGNITED BY A SPARI FROM METAL-TO-METAL CONTACT IN THE FAILED BEARING. THE FIRE IS ESTIMATED TO HAVE BURNEDFOR ABOUT 1.5 HOURS CONSUMING 1 BARREL OF CRUDE OIL. ANOTHER 1 BARREL WAS ESTIMATED TO HAVE SPILLED OIL WAS RECOVERED
6/30/22,YES,NO,19950211,12/27/95,11169,LAKEHEAD PIPE LINE CO INC,YES,9/11/95,1200,WI,CHIPPEWA, ,NO, ,NO,"SHELDON STATION, COUNTY ROAD V,1 MILE SOUTH OF THE TOWN OF SHELDON", ,PUMPING STATION,VALVE, ,1968,OTHER,LEAKING CHECK VALVE SEAL,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,75000,54997.91319,122203.6728,CRUDE OIL,1,3,3,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,R.C. SANDAHL,2187250102,APPROXIMATELY 3 BARRELS OF CRUDE OIL WERE RELEASED DUE TO A LEAKING CHECK VALVE ON THE DOWNSTREAM SIDE OF THE STATION'S PRESSURE CONTROL VALVE. FAILURE WAS DUE TO LEAKING CHECK VALVE SEAL. THE 3 BARRELS WERE RECOVERED IN OIL RECLAIMATION AND DISPOSED OF THROUGH INCINERATION. (DNR APPROVED ASPHALT PLANT). THE CHECK VALVE SEALS WERE REPLACED.
6/30/22,YES,NO,19950212,12/27/95,15851,PRIDE REFINING INC,YES,11/6/95,1600,TX,TAYLOR,TYE,NO, ,NO,"APPROXIMATELY 2 MILES SOUTH OF TYE, TEXAS ON COUNTY ROAD 310.", ,TANK FARM,TANK, ,0,OTHER,TANK BOTTOM FAILURE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,0,0,0,CRUDE OIL,1,500,300,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,JOHN T. MACON,9156748231,AT APPROXIMATELY 8:00 PM WE RECEIVED A CALL FROM ABILENE FIRE DEPARTMENT THATA STRONG CRUDE OIL SMELL WAS COMING FROM THE TYE FACILITY. PERSONNEL WERE DISPATCHED TO CHECK IT OUT. UPON ARRIVAL OUR PERSONNEL DISCOVERED CRUDE OIL WASLEAKING FROM TANK #907. THE TANK WAS THEN ISOLATED AND OIL WAS CONTAINED WITHIN THE FIREWALL. TANK WAS TAKEN OUT OF SERVICE AND THE CONTENTS OF THE TANK WERE REMOVED AND THE OIL WAS PICKED UP. THIS WAS ACCOMPLISHED BY 5:00 PM ON 11/07/95. CLEAN-UP AND TANK REPAIR PLANS ARE BEING DEVELOPED.
6/30/22,YES,NO,19950213,12/27/95,12626,MOBIL PIPELINE CO - EMPIRE,NO,11/3/95,1215,TX,NAVARRO, ,NO, ,NO,"APPROX. 2 MI W OF FROST, TX AT MOBIL PIPELINE MI POST 313 LOCATED APPROX. 3/4 MILE SOUTH OF STATE HWY 22", ,LINE PIPE,PIPE, ,1955,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,0,0,0,0,215000,157660.6845,350317.1953,NATURAL GAS LIQUID,2,9200,0,NO,NO,16,0.25,46000,WELDED,,887,500,YES,8,1111,7,94,NO DATA,Null,YES,NO DATA, ,DAMAGE BY OTHERS, ,Null,ONE CALL, ,NO,NO,D.G. SCOTT,2146585914,"A LANDOWNER/TENANT HAD CONTRACTED A DIRT GRADER OPERATOR TO TERRACE HIS COTTON FIELD. THE DIRT GRADER OPERATOR, AT APPROX. 1215HRS. HIT MPLCO'S 16"" NGL PIPELINE WITH GRADER BLADE CAUSING A RUPTURE. NO EXPLOSION, FIRE OR INJURIES RESULTED FROM THIS INCIDENT. OPERATIONS CONTROLLER NOTIFIE OF THE LEAK AND IMMEDIATELY SHUT DOWN THE PIPELINE AND NOTIFIED FIELD PERSONNEL. WITHIN 15 MINUTES OF NOTIFICATION, FIELD PERSONNEL WERE ON SITE. MAINLINE BLOCK VALVES WERE CLOSE AND THE LEAK SITE WAS ISOLATED. FIRE DEPARTMENT AND POLICE PERSONNEL WERE ON SITE TO ASSIST WITH AREA MONITORING AND SECCURITY. DUE TO LOCATION OF INCIDENT, AND OTHER FAVORABLE FACTORS, NO PERSONNEL EVACUATIONS WERE NECESSARY. UPON COMPLETION OF A STOPPLE OPERATION, THE ISOLATED SECTION OF PIPELINE WAS DISPLACED WITH NITROGEN AND THE ESCAPING NGL WAS ELIMINATED. PERMANENT REPAIRS WERE COMPLETED AT 1830 HOURS ON NOV 4, 1995 AND THE PIPELINE WAS BACK IN SERVICE AND FULLY OPERATIONAL AT 0400 HRS ON NOV 5, 1995"
6/30/22,YES,NO,19950214,12/27/95,10319,KOCH GATHERING SYSTEMS INC,YES,12/8/95,1540,MT,FALLON, ,NO, ,NO,"NWSW SEC3 58E 7IN FALLON COUNTY, NH", ,TANK FARM,TANK, ,1971,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT, ,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,0,0,0,0,1805,1323.616444,2941.035058,CRUDE OIL,1,366,365,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,FRANK RAFFAELL,7015652296,"THE WIND CHILL FACTOR WAS - 40F, AND FROZE THE VAREC GUAGE. THIS GUAGE CONTROLS THE ALARM AND THE START/STOP SWITCH ON THE PUMP. THE PUMP DID NOT START AND THE ALARM DID NOT FUNCTION CAUSING THE TANK TO OVERFILL."
6/30/22,YES,NO,19960001,1/2/96,2552,COLONIAL PIPELINE CO,YES,11/24/95,206,LA,EAST FELICIANA, ,NO, ,NO,SEE ATTACHED MAP, ,TANK FARM,OTHER,OIL CAN PUMP VENT,1972,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,INCORRECT OPERATION,INCORRECT OPERATION,0,0,0,0,0,0,20000,14666.11018,32587.64608,FUEL OIL,3,54,45,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,J.L. GAMBRELL,4048412402,"ON NOVEMBER 24, 1995, AT 0915 CST, DURING A ROUTINE YARD CHECK, A COMPANY EMPLOYEE AT BATON ROUGE INJECTION DISCOVERED FUEL OIL LEAKING FROM A BROKEN SIGHT GLASS LOCATED ON A VENT LINE IN THE STATION MANIFOLD. THE TIME OF THE INCIDENT IS LISTED AS 0206 EST ON THE 24TH, THE COMPLETION TIME OF THE LAST OIL BATCH PUMPED OUT OF THE TANK FARM. THE EMPLOYEE WAS ABLE TO STOP THE LEAK BY CLOSING A VALVE ON THE VENT LINE UPSTREAM OF THE SIGHT GLASS. RECOVERY OPERATION BEGAN AT 0945 CST VACUUM PUMPS AND ABSORBENT PADS WERE USED TO CONTAIN ANDRECOVER ALL VISIBLE PRODUCT LOCATED IN THE MANIFOLD AREA. STAINED GRAVEL ANDCONTAMINATED SOIL HAVE BEEN STOCKPILED IN PLASTIC SHEETING AND WILL BE REMEDIATED AT A LATER DATE. AT 1200 CST, WHEN IT WAS DETERMINED THAT THE LEAK PROBABLY MET THE CRITERIA OF A DOT REPORTABLE SPILL, THE NATIONAL RESPONSE CENTERWAS NOTIFIED (REPORT NO. 315167). THE LOUISIANA DEPARTMENT OF ENVIRONMENTAL QUALITY WAS ALSO NOTIFIED OF THE INCIDENT AT 1720 CST ON NOVEMBER 24TH. AN INVESTIGATION CONTINUES INTO THE CAUSE OF THE INCIDENT. AN AMENDED 7000-1 REPORTWILL BE FILED UPON COMPLETION OF THE INVESTIGATION. SUPPLEMENTAL REPORTSUBMITTED 2/6/1996 STATED THAT AN INVESTIGATION REVEALED THAT THE FOLLOWINGCIRCUMSTANCES CONTRIBUTED TO THE INCIDENT:  1 - NORMAL PRACTICES CALL FOR THE3/4 INCH INLET VALVE ON THIS VENT PIPING BE CLOSED AND THE 3/4 INCH OUTLETVALVE LEFT OPEN DURING OPERATION OF THE CAN PUMP.  THESE VALVES WEREINADVERTENTLY LEFT IN THE REVERSE POSITION, IE. THE INLET VALVE WAS OPEN ANDTHE OUTLET VALVE WAS CLOSED.  2 - THE SIGHTGLASS ON THIS DRAIN LINE IS NOTDESIGNED TO SEE THE SYSTEM OPERATING PRESSURE THAT THIS CAN PUMP DISCHARGES.THIS SIGHTGLASS ON THIS OIL VENT LINE AS WELL AS THE SIGHTGLASS ON THE GASVENT PIPING HAS BEEN REMOVED AS A RESULT OF THIS INCIDENT."
6/30/22,YES,NO,19960002,1/16/96,809,ARCO PIPE LINE CO,YES,12/12/95,1205,CA,SAN BERNARDINO, ,NO, ,YES,"SECTION 28, TOWNSHIP 8 NORTH, RANGE 19 EAST APPROXIMATELY 15 MILES EAST OF ESSEX, CA", ,LINE PIPE,PIPE, ,1957,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,110000,80663.60601,179232.0534,CRUDE OIL,1,5,5,NO,NO,16,0.25,52000,WELDED,,1170,125,YES,12,1463,10,77,EXTERNAL,Null,YES,GALVANIC, ,NO DATA, ,Null,NO DATA, ,Null,Null,DAN T. HISEY,3104289000,"OUR CONTRACTORS WERE IN THE PROCESS OF PREPARING THE PIPE FOR NEW COATING. WHILE SANDBLASTING THE METAL AT A PITTED AREA, THE BLASTING MEDIA WENT THROUGHTHE PIPE AND 5 BARRELS OF OIL LEAKED OUT. THE PIPELINE WAS NOT RUNNING AT THE TIME."
6/30/22,YES,NO,19960003,1/16/96,12628,MOBIL PIPELINE CO,YES,10/12/95,1130,PA,CARBON,TOWEMESING,NO, ,NO,"RELEASE OCCURRED APPROXIMATELY 50 FEET NORTH OF PIPELINE'S  INTERSECTION WITH STATION STREET, PLEASE REFER TO ATTACHED MAP", ,LINE PIPE,VALVE, ,1980,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,INCORRECT OPERATION,INCORRECT OPERATION,0,0,0,0,0,0,50000,36665.27546,81469.11519,GASOLINE,2,13,13,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,WILLIAM R. DURHAM II,6092245057,"TWO (2) COMPANY EMPLOYEES WERE INSPECTING, PACKING AND LUBRICATING A MAINLINE VALVE AT MP 62.37 (CARBON VALVE). THE LINE WAS SHUT DOWN BUT UNDER APPROXIMATELY 330 PSI. DURING THE MAINTENANCE ACTIVITY, A 1/2"" FITTING OPPOSITE THE PACKING GLAND WAS ERRONEOUSLY REMOVED. THIRTEEN (13) BARRELS OF UNLEADED GASOLINE WERE RELEASED BEFORE THE FITTING WAS REPLACED."
6/30/22,YES,NO,19960004,1/17/96,1845,BUCKEYE PIPELINE CO LP,YES,12/10/95,2250,NY,CAYUGA, ,NO, ,NO, , ,PUMPING STATION,SCRAPER TRAP, ,1953,FAILED WELD, ,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED WELD,0,0,0,0,0,0,60000,43998.33055,97762.93823,FUEL OIL,3,229,224,NO,NO,16,0.5,2190,WELDED,,1250,1060,YES,24,1865,9,90,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,JOEL C. LARKIN,6107704507,"WITHIN AUBURN STATION ON DECEMBER 10, 1995, AT 2250 HOURS THE 16"" SCRAPER TRAP ON THE INCOMING 14"" MAIN LINE PIPELINE SYSTEM FAILED WHILE DELIVERING #2 FUEL OIL INTO WORKING TANK NO. 318. THE FAILURE OCCURRED AT THE BUTT WELD JOINING THE END OF THE SCRAPER TRAP BARREL TO THE ""UNIBOLT"" SCRAPER TRAP DOOR CLOSURE. THE SCRAPER TRAP BARREL HAS BEEN SENT TO AN OUTSIDE AGENCY FOR FAILURE ANALYSIS EVALUATION. ALL APPLICABLE AGENCIES WERE NOTIFIED AND ALL RELEASED #2 FUEL OIL WAS CONTAINED ON THE AUBURN STATION PROPERTY. ALMOST ALL RELEASED FUEL OIL FLOWED TO THE AUBURN STATION SURFACE WATER COLLECTION POND FACILITAING PROMPT PRODUCT RECOVERY ACTIVITY. RECOVERY AND CLEANUP ACTIVITIES WERE DONE UNDER THE SUPERVISION OF THE SENNETT FIRE DEPARTMENT, CAYUGA COUNTY EMERGENCY SERVICES AND NEW YORK STATE PUBLIC UTILITY COMMISSION."
